id,combined_Languages,preferred_Languages,combined_Frameworks,preferred_Frameworks,combined_Libraries,preferred_Libraries,combined_Tools,preferred_Tools,combined_analyzed,preferredExperience_analyzed
258515,없음,['Python'],없음,없음,없음,없음,['AWS'],없음,"['인프라', '관리', 'MSP', '정보', '이상', '개념', '경험', '환경', '네트워크', 'Technical', '구조', 'Shooting', 'OS', '정책', '장애', '퍼블릭', '비용', 'Tuning', '스토리', 'CD', '파견', '활용', '하이브리드', '정기', '진단', '이해', '자동', '보안', 'Linux', 'IT 운영', '클라우드', '업무', '수행', '평가', 'AWS', 'Expert', 'Architect', 'Trouble', '보수', '형태', '프라이빗', '경력', '기본', '인증', '성능', '모집', 'Infra', '근무', 'CI', '계약직', '예정지', '기흥테라타워', '대응', 'Serverless', '구축', 'Tier', '시스템', 'Windows', '유지', '관련', '삼성전자']","['정보', '환경', 'Security', '정책', '네트워크 설계', '퍼블릭', '가상', 'PaaS', '경험자', 'IPS', 'ISMS', '설계', '활용', '부하', '자동', '보안', '클라우드', '보유자', '서비스', 'Policy', 'Container', '업무', '자격', '평가', 'MSA', 'Architect', '지식', 'L', '기본', 'IAM', 'P', '인증', '분산', 'Firewall', '운영', 'Python', 'Group', '수립', '대응', '구축', 'ISO 27001', '관련']"
233263,없음,없음,없음,없음,없음,없음,없음,없음,"['운용', '영역', '체인', '탐색', '대비', '걸', '블로그', '답변', '예시', '베팅', '내외', '핫월렛', '실행', '수집', '아래', '프로젝트', '성공', 'Firm', '코인', '셀', '오프체', '인사이트', '수치', '기회', '증명', '기대', '리스크', '이력서', '신속', 'JUN', '관련', 'DEX', '특정', '바탕', '구체', '차익거래', '디젠', '팀', '전략', '분', '이해', '필요', '데이터', 'ezETH', '에어드', '테스트', '변화', '최근', '위험', '지갑', '마이너', '공간', '운영', '이유', '시장', '권장', '모임', '생태', '곳', '크립토', '범위', 'implied', '교차', '결과', '발견', '입금', '산출', '효율', '공유', '가능', 'CEX', '사람', '트레이딩', 'NFT', '한정', '자료', '수익', '엣지', 'APY', '열정', '주요', '근거', '제출', '에테나', '본인', '자산', '기타', '동료', '블록체인', '사랑', '거래', 'SNS', '특화', '역량', '기반', '밈', '혁신', '사례', '완벽', '필수', 'Defi', '후', '사', '분석', 'page', '아비트럼', '보유', '대화', '서류', '택', '뛰어난', '이해도', 'YT', '제시', '기적', 'Trading', '일반', '거래소', '주목', '성과']","['컴퓨터', '공학', '솔리디티', 'Dune', '개발', '제작', '분', '우수', '지식', '가능', '대시보드']"
239513,['Python'],없음,없음,없음,없음,없음,없음,없음,"['이상', 'Ubuntu', '환경', '파트너사', '여행', '코드', '사유', '품질 관리', '제품', '해외', '결격', '가능', '고객사', '보안', 'Linux', '전반', '작성', '테스트', '업무', '담당', '보유', '지식', '경력', '네트워크 보안', 'Python', '대응', '이슈', '엔지니어', '시스템', 'QA', '소프트웨어']","['로그', '보유', '경험', '수행', '팀', '침해', '사고', '인증', 'GS', '보안', '관제', 'QA', '분석', '리딩', '업무']"
251494,없음,"['Go', 'Python', 'Rust', 'TypeScript']",없음,없음,없음,없음,없음,['Kubernetes'],"['OS', 'Web', 'Office', 'N', 'CTO', 'Security', 'Manager', 'Team', 'DevSecOps', 'IT']","['Analysis', 'PSIRT', 'OS', 'IPS', 'Web', 'IDS', 'Software', 'Ops', 'DevSecOps', 'Cloud', 'CSIRT', 'SCA', 'of', 'Kubernetes', 'Rust', 'C', 'Science', 'Bill', 'SBOM', 'WAF', 'Google', 'Python', 'Go', 'Materials', 'SIEM', 'Computer', 'Composition', 'TypeScript']"
209640,['Ruby'],없음,"['Django', 'FastAPI']",없음,없음,없음,"['JIRA', 'Git', 'AWS', 'Kubernetes', 'Slack']","['ElasticSearch', 'AWS', 'Kubernetes']","['RDS', '관리', '역할', '온프레미스', '설계', '개발', 'SaaS', 'Sentry', 'Ruby', 'python', '베이스', '클라우드', 'Business', 'GitHub', 'CloudWatch', '엔드', 'AWS', 'Kubernetes', '리뷰', '파이프라인', 'K', 'B', 'Notion', '엔지니어', 'Batch', 'Stacks', '실시간', 'Enterprise', 'Amazon', '분배', '프로세스', 'Gin', '용량', '툴', 'GDAL', '리', '웹', '협업', 'CircleCI', 'API', '단위', '향상', 'End', 'ECS', 'SES', '빌드', '프레임웍', '데이터', 'Cloud', '테스트', 'blockers', 'Suite', 'rails', 'Application', '개선', 'CloudFront', 'SMS', 'Route', 'EC2', '설정', '운영', '물리', 'Gateway', 'Action', '다양', '예측', 'S', 'JIRA', 'Git', '고객', 'EKS', '범위', 'G', '라이브러리', '외부', 'Project', 'flask', '트윈', '사용', '타입', '가이드', '자동', '디지털', 'Chalice', 'microservice', '품질', '디버깅을', 'Data', 's', '모니터링', 'WAF', 'Proj', 'Tools', '백', '타임라인', 'Confluent', 'to', 'Proxmox', '주니어', '환경', 'GoLang', 'on', 'Django', 'FastAPI', '기반', 'Services', 'kafka', '서버', '가상', '코드', '사내', '처리', 'PDAL', '최적화', 'ECR', '서비스', '제거', '배포', 'Lambda', 'Tech', '언어', '백엔드 개발', 'Slack', 'DevOps', '채널', 'and', 'Airflow', '플랫폼', '소스']","['인프라', '비즈니스', '확장', '툴', '경험', '웹', '평소', 'PostGIS', '역량', '라이브러리', '영어', 'DXF', '수준', 'ELK', '모델링', 'Shapefile', '관점', '개발', '설계', 'PDAL', 'Kibana', '측정', 'file', 'ProtoBuf', '습관', '클라우드', 'model', 'format', 'Apache Kafka', '품질', '코딩', 'Logstash', '노력', 'AWS', '장기', '개선', 'Kubernetes', '최적', '지속', 'Data', 'D', 'GDAP', 'GeoServer', '커뮤니케이션', 'Stack', '성능', 'streaming', 'GIS', 'Airflow', 'B', '운영', 'tile', 'DM', 'IFC', '구축', 'ElasticSearch', '다음', '3D']"
249841,없음,없음,없음,없음,['PyTorch'],없음,없음,"['Docker', 'Kubernetes']","['용량', '상태', '관리', '기술', 'ML', '경험', '이상', '전문', '환경', 'LightLLM', 'Triton', '라이브러리', '네트워크', '오픈', '구조', '흐름', 'LM', 'TensorRT', '사용', '비교', '활용', '개발', '특징', '처리', '워크', '효율', 'SGLang', '가능', '설명', 'W', '데이터', 'DeepSpeed', '분석', 'Lightning', '서비스', '품질', '배포', '발전', 'F', '보유', '보장', '자료', '학습', 'AI', '개선', '지속', '서빙', '지식', '트래픽', '도구', '모니터링', 'PyTorch', '기본', 'Horovod', '파이프라인', '저장', '성능', '워크플로우', 'LLM', '일부', '프레임', 'vLLM', '구축', '시스템', '사용량', '가용', '원리', '소스', 'Megatron', '멀티노드', '동작']","['용량', '관리', '경험', 'RAG', '전문', '환경', '외부', '오픈', 'MLOps', '연동', 'A', '활용', '개발', '구성', '처리', 'GPU', '데이터', '모델', '컨테이너', '클라우드', '테스트', '서비스', 'Docker', '보유', 'Kubernetes', 'AI', '파이프라인', '분산', '검증', '워크플로우', 'LLM', 'B', '운영', '프로덕션', '클러스터', '다양', '구축', '시스템', '소스', '기술']"
150909,없음,없음,없음,없음,없음,없음,없음,없음,"['툴', '기술', '이상', 'object', '지원', 'geometry', '신호', '전공', '숙련', '경험', '신호 처리', '환경', '레이더', 'Association', '예정자', '주행', '사용', '졸업', '지표', '개발', '처리', 'Tracking', '선형', '가능', '이해', 'Estimation', '모형', '구현', '알고리즘', '자동', '통계', 'State', '디지털', '분석', '능력', 'python', 'Linux', '유관', '영상', '확률', '평가', 'of', '최적', '지식', 'Data', '프로그래밍', '경력', 'C', 'QNX', '성능', 'modeling', 'shell', '대수', 'RTOS', 'Multi', 'implementation', '센서', '카메라', 'target', '객체', '시스템', '박사', '자율', '실시간', '동작']","['과정', '경험', 'geometry', '알고리즘 개발', '3D', '라이브러리', '주행', '사용', '처리', '워크', '실무', '이해', '데이터', '후', '프레임', '센서', '카메라', '다양', '전처리', '자율', '인식', '관련', 'ADAS']"
231377,없음,없음,없음,없음,없음,없음,없음,없음,"['석사', '경험', '이상', '전공', '전자', '메카트로닉스', '임베디드', '아두이노', '활용', '개발', '기계', '회로', '제어', '보유', '파이', 'SW', '지식', '펌웨어', '경력', '이상자', 'ST', '라즈베리', '제조사', 'Microchip', '관련', 'MCU', 'TI']","['경험', '활용', '개발', '로봇', '기', '모터', '시스템', '우대', '전장', '보유자', '제어']"
239460,"['Rust', 'Java']",['Rust'],없음,없음,없음,없음,['Git'],없음,"['자기소개서', '관리', '경험', '크기', '부대', '최종', '애플리케이션', '추가', '상황', '출발', '대면', '네트워크', '모듈', '전면', '전화', '이후', '포함', '회사', '해결', '수집', '관점', '직무', '이메일', '개발', '목록', 'SaaS', '빅데이터', '피처', '코딩', '엔드', '러닝', 'AI', '소통', '문제', '성능', '저장', '원', 'Google', '현재', '이력서', '제공', '신속', '엔지니어', '과제', '자가', '실시간', '검색', '버전', '용량', '정도', '이상', '만족', '선별', '지원', '포트폴리오', '반영', 'Meet', 'premises', '판단', '합류', '선택', '이해', '구현', '데이터', '필요', '보안', '이식', '연락', 'Cloud', '테스트', '대표', 'feature', '엔진', '적합', '형태', 'TB', '순위', '예정', '런칭', '프로덕트', '포지션', '설정', '운영', '일정', '기여', '시장', '금상첨화', '클럼엘의', '순서', '다양', '심사', '전달', '절차', '기능', '방문', '맞춤', '일주일', 'Git', '고객', '프론트', 'Java', '외부', '결과', '정책', '이벤트', '경우', '머신', '정립', '사무실', '사용', '데이터베이스', '채용', '앤드', '부서', '사람', '목소리', '이내', '검토', '실무진', '진', 'C', '근거', '제출', '가공', '구축', '구동', '합격', '묘안', '백', '정보', '진행', '라이브', '환경', '수고', '기반', '사용자', '안내', '면접', '단말', '조직', '관여', '시니어', '하루', '연동', '필수', '구성', '처리', '제품', '고도', '피쳐', '이사', '통계', '후', '클럼엘', '임원', '분석', 'Triage', '서비스', '메일', '업무', '전', '서류', '별도', '보유', '평가', '몫', '아이디어', '추출', '신뢰도', 'On', '과', '제시', 'Rust', '초대장', '지원서', '사전', '플랫폼', '송부', '인터뷰', '청취', '원천', '인지', '링크', '시스템', '부분', 'NOSQL', '소프트웨어']","['경험', '이상', '데이터 분석', '환경', '머신', '학위', '개발', '보안', '학과', '클라우드', '업무', '컴퓨터', '보유', '공학', '유관', '러닝', '경력', 'Rust', '학사', '네트워크 보안', '기업', '솔루션', '소지']"
242940,없음,없음,없음,없음,없음,없음,없음,없음,"['관리', 'SAP ERP', '경험', '이상', '지원', '외', '국내', 'CO', '수납', '역량', '연계', '모듈', '공통', 'Party', '조직', '수금', '설계', '활용', '개발', 'rd', '해외', '고도', '인터페이스', '프로젝트', '구현', '재무회계', '분석', '서비스', '업무', '원가', '수행', '관리회계', '개선', '소통', '경력', 'SAP', '커뮤니케이션', 'ERP', 'FI', '법인', 'IT', 'Non', '컨설팅', '운영', '주도', 'QSA', '적극', '손익', '구축', '담당자', '시스템', 'ITO', 'ABAP', '기능', '프로세스', '능력']","['경험자', 'S', 'SAP ERP', '보유자', '기업', '운영', '관리', '프로젝트', '구축', '컨버전', 'ITO', 'HANA', 'SAP', 'ABAP', 'SM', '모듈', '자격증']"
165313,없음,"['Python', 'Java']",없음,없음,없음,없음,없음,"['AWS', 'Azure']","['동료', '정보', '이상', '책임감', '설치', '고객', '제안', '리눅스', '체계', '보안 운영', '역량', '기반', '외부', '파싱', 'OS', 'PoC', '단위', '보호', '룰', '쿼리', 'SOAR', '세팅', '수집', '정형', '설계', '능동', '윈도우', '제품', '시나리오', '침해', '자동화', '보고서', '가능', '플레이', '보안', '데이터', '구현', '고객사', '북', '분석', '성향', '업무', '장비', '보유', '로그프레소', '수행', '가상화', '원활', '커뮤니케이션', 'BMT', '탐지', '로그', '플랫폼', '솔루션', '리더십', '대응', '사업', '적극', '구축', 'SIEM', '절차', '관제']","['모의', '인프라', 'DB', '오라클', '정보', '경험', '전공', '리눅스', '유닉스', 'Java', '네트워크', '스위치', 'IPS', '학위', '쉘', '데이터베이스', 'IDS', 'Azure', '진단', '가능', '기사', '이해', '보안', '슈팅', '기초', '능력', '해킹', '트러블', '클라우드', '컴퓨터', '유관', '공학', '보유', '라우터', 'AWS', '취약점', '지식', '프로그래밍', 'IT', '작업', '운영', 'Python', '방화벽', '솔루션', '다양', 'SIEM', 'SQL', '시스템', '관심', '마리아', '스크립트', '자격증', '기술']"
210107,없음,"['Kotlin', 'Swift', 'Java']",['Flutter'],없음,없음,없음,['AWS'],없음,"['DB', '인프라', '경험', '전형', '최종', '숙련자', '앱', '웹', 'Flutter', '숙련', 'Sequlize', '면접', '아동', 'Unix', '설계', '사용', '활용', '하이브리드', '개발', '제작', '분', '데이터베이스', '빌드', '자동', '구현', 'Linux', '클라우드', '능력', '테스트', '업무', '배포', 'Node.js', '콘텐츠', '서류', '명령', '보유', 'AWS', '기본', '운영', '플랫폼', '게임', '테이블', 'Restful API', 'flutter', '구축', '의사소통', '절차', '합격', '크로스']","['회화', '경험', '앱', 'NoSQL', 'iOS', '실제', '사항', 'Java', '영어', '코드', '필수', 'TDD', '아래', '사용', '개발', 'Kotlin', '분', '스킬', '이해', '가능', '기재', '서비스', 'Android', '보유', 'Swift', '보수', '적용', '출시', 'React.js', '우대', '중요', '헬스케어', '유지', '관련']"
242604,없음,없음,없음,없음,없음,없음,없음,없음,"['자기소개서', 'S', '관리', '추진력', '시', '책임감', 'office', '포트폴리오', 'H', '기간', '포함', '결과', '경우', '회사', 'MS', '필수', '사용', '끈기', '개발', '시나리오', '경력자', '정규직', '선택', 'Field', '가능', 'W', '리포트', 'Tool', '후', '작성', '테스트', 'Suite', '품질', '업무', '서류', '평가', '개선', '경력', 'C', '검증', '제출', '학력', 'Google', '이력서', '결정', 'T', '이슈', '이력', '전환', '기술']","['경험자', '전기', '스타트업', '분야', '요청', '전자', '입사', '가능', '재직', '시기', '유', 'QA', '테스트', '회사', '품질', '제조업']"
216434,['Python'],없음,없음,없음,없음,없음,없음,없음,"['석사', '프로토타입', '경험', '실질', '탐색', '협력', 'evaluate', '지표', '개발', 'or', 'indicators', 'models', '딥 러닝', '주변', '공학', 'Perception', 'ability', 'understanding', '성능', '요소', 'evaluation', 'Planning', 'higher', '엔지니어', '자율', 'etc.', '관련', 'doctor', 'reasoning', 'systems', 'motion', '이상', 'development', '전공', 'engineers', 'Superior', 'Deep', 'science', '주행', '학위', '모델링', 'vehicles', 'the', '이해', '필요', '알고리즘', '데이터', 'prototyping', 'predictive', 'optimizing', '컴퓨터', '확률', '개선', 'for', 'with', 'in', 'learning', '경력', 'algorithms', '검증', '동역학', 'related', 'by', '기여', '수학', '추론', '차량', '예측', 'Research', '박사', 'surrounding', '기술', 'self', 'mathematical', 'A', 'improve', 'fields', 'prediction', 'Work', '모델', 'deep', 'degree', 'practical', 'probability', 'autonomous', 'improving', 's', 'dynamics', '움직임', 'C', '보행자', 'electronics', 'developed', '동등', 'Development', 'pedestrians', 'to', 'performance', 'driving', '전자', '기반', 'vehicle', '제작', 'Modeling', 'Deploying', 'skills', 'as', 'computer', '배포', 'such', 'programming', 'validating', '평가', 'of', '학습', '최적', 'equivalent', '프로그래밍', '연구', 'and', 'Exploring', 'Python', 'master', 'experience', '시스템', 'data', 'driven', '능력']","['world', '경험', 'development', 'to', 'History', '활동', '로보틱스', 'books', '환경', 'driving', 'activities', 'robotics', '실제', 'IROS', 'research', '학술', '주행', 'TensorRT', '사용', '개발', 'fields', '모델', '최적화', 'models', 'ECCV', '배포', 'ROS', 'predictive', 'real', 'programming', 'CUDA', 'autonomous', 'ICRA', 'of', '프로그래밍', 'in', 'Experience', 'academic', 'ICCV', 'CVPR', 'environments', '연구', 'related', 'and', '저서', 'experience', '분야', 'Inference', '자율', '예측', '이력', 'deploying', 'etc.', '관련', 'optimization']"
244072,"['Python', 'Java']",없음,없음,없음,없음,없음,없음,"['GCP', 'Azure', 'Terraform', 'AWS']","['인프라', 'CSPM', '이상', '경험', '환경', '목표', '태도', '역량', 'CIEM', 'CNAPP', 'Java', '이벤트', 'ISMS', '코드', '설계', '활용', '구성', '자동화', '클라우드 보안', 'CWPP', '이해', '보안', '분석', '클라우드', '서비스', '작성', '검토', '업무', '보유', '통합', '언어', '아키텍처', '경력', '인증', 'Python', '주도', '솔루션', '수립', '대응', '구축', '기획', '네이티브', '달성', '성', '관련', '기술']","['경험', '최종', '마감', '내용', 'Test', '공고', '상황', 'CIEM', '전화', '기간', '설계', '활용', 'CWPP', 'Pre', 'GCP', '오케스트레이션', '장애인', '클라우드', 'Native', 'AWS', '허위', '변경', 'Notion', '분야', 'Service', '관련', '접근', '취업', '법령', '전형', '포트폴리오', '국가', 'CNAPP', '사실', '수습', '대상자', 'ECS', '보안', '테스트', '적용', '다운로드', 'k', 'PDF', '일정', '기획', '절차', '취소', '자격증', 'CSPM', '첨부', '형식', 'Terraform', '온라인', 'IaC', '결과', '개별', '경우', '수시', '보호', '정책', '발견', '사용', '채용', '컨테이너', 's', '조기', '우대', '소지', '입사', '구축', '유공자', '관계', '합격', '연장', '진행', '환경', '당사', '역량', '안내', '제작', 'Azure', '후', 'Cloudformation', '기재', '파일', '완료', '업무', '보유', '서류', '별도', '평가', '불가', '사전', '지원서', '인터뷰']"
256016,없음,없음,없음,없음,없음,없음,['Git'],없음,"['운용', '형상', '관리', '이상', '소프트웨어 개발', '경험', 'Git', '전공', '알고리즘 개발', '이미지', '학위', '사용', '설계', '개발', '제품', '처리', '분', '워크', '자사', '데이터 시각화', '제어', '장비', '보유', '도구', '경력', 'UI', 'WPF', 'C', 'UX', '무관', '학사', '프레임', '기능', '관련']","['사용', '경험', '설계', '개발', '패턴', 'Control', 'XAML', 'Custom', 'MVVM', '이용', 'SignalR', '디자인', '스탕일링']"
240305,"['Kotlin', 'Python', 'Java']",['JavaScript'],없음,"['Flutter', 'React']",['gRPC'],없음,없음,없음,"['이상', '경험', 'Golang', '주니어', 'Java', '카프카', 'MLOps', '해결', '설계', '사용', '활용', '개발', 'Kotlin', '실무', '웹소켓', '이해', '우수', '개발자', '구현', '최적화', '능력', '서비스', '보유', '도커', '아키텍처', '백엔드 개발', '경력', '데브옵스', '문제', '우대', '롱 폴링', 'gRPC', '멘토링', 'Python', '제공', '리더십', '구축', '의사소통', '시스템', '마이크로', '프로세스', '기술']","['경험', 'ML', 'Flutter', '가산점', '프론트', '개발', '프로젝트', 'React', 'HTML', '데이터', '부여', '웨어', '엔드', 'AI', '하우스', '분야', '의료', '구축', 'JavaScript', '관련']"
175739,없음,없음,없음,없음,없음,없음,없음,없음,"['English', 'Continually', 'cryptography', 'friendly', 'associated', 'technologies', 'or', 'Unit', 'reading', 'communication', 'delivering', 'develop', 'Business', 'spoken', 'supervision', 'highly', 'GRPC', 'deliver', 'Read', 'pr', 'solu', 'scalable', 'flow', 'understanding', 'Help', 'tions.', 'applications', 'years', 'that', 'OpenID', 'management', 'needs', 'aspects', 'e.g.', 'etc.', 'a', 'integrate', 'them', 'paced', 'systems', 'spe', 'development', 'across', 'propose', 'projects', 'Provide', 'arise', 'Deep', 'research', 'risks', 'ocess.', 'current', 'from', 'public', 'arch', 'standards', 'the', 'performing', 'backend', 'environment', 'Enjoy', 'immediate', 'global', 'topics', 'sequence', 'problems', 'for', 'with', 'Resolve', 'in', 'architecture', 'through', 'Highly', 'passion', 'ion.', 'complex', 'engineer', 'Strong', 'solutions', 'tech', 'distributed', 'focused', 'motivated', 'available', 'some', 'how', 'guidance', 'professional', 'JWT', 'release', 'Connect', 'CBOR', 'teams', 'key', 'services', 'aking.', 'working', 'application', 'push', 'necessary', 'client', 'explain', 'needed', 'design', 'lan', 'communicat', 'inception', 'specification', 'inter', 'ease', 'high', 'changes', 'level', 'engineering', 'code', 'personal', 'proposing', 'leading', 'integration', 'Experience', 'HTTP', 'describe', 'itect.', 'where', 'different', 'other', 'they', 'ensure', 'system', 'consumer', 'fast', 'people', 'identify', 'not', 'to', 'nance.', 'quality', 'no', 'diagram', 'our', 'Tests', 'APIs', 'Rakuten', 'lead', 'plain', 'best', 'skills', 'as', 'Capable', 'technical', 'Make', 'understand', 'all', 'of', 'product', 'team', 'and', 'automation', 'building', 'provide', 'mainte', 'experience', 'mobile', 'guage.', 'written', 'notifications', 'data', 'writing']","['receiving', 'to', 'across', 'development', 'testing', 'continuous', 'quality', 'working', 'open', 'several', 'tools', 'constructive', 'phies.', 'dback.', 'techniques', 'an', 'standards', 'Practical', 'practices', 'work', 'geogra', 'environment', 'as', 'code', 'Agile', 'such', 'of', 'in', 'Comfortable', 'unit', 'delivery', 'review', 'and', 'different', 'knowledge', 'enforceable', 'Be', 'fee', 'etc.', 'teams']"
236622,['Python'],없음,없음,없음,없음,없음,없음,"['Docker', 'AWS']","['관리', '이상', '경험', '웹', '위협', '리눅스', 'LLAMA', '프론트', '기반', 'ChatGPT', '졸업자', 'Front', 'Web', '설계', '개발', '윈도우', '사이버', '인공 지능', '프로젝트', '자동', 'Linux', '학과', '분석', '담당', '컴퓨터', '파이썬', '공학', '엔드', 'Threat', 'AI', '보수', '전공자', '경력', 'end', 'Intelligence', 'Python', '운영', '백엔드', '시스템', '차세대', '이용', 'Cyber', '유지', 'Backend', '관련', 'Windows', '인텔리전스', '학교']","['경험자', 'Docker', '설계', '경험', '개발', 'AWS', 'Restful API', '시스템', '기반', '아마존', '클라우드']"
239463,"['Rust', 'Java']",['Rust'],"['Spring', 'React']",없음,없음,없음,['Git'],없음,"['자기소개서', '관리', '경험', '최종', '의미', '데이터 분석', '애플리케이션', '추가', '상황', '대면', '전화', '모듈', '이후', '네트워크', '포함', '방법', '직무', '이메일', '딥', '개발', '목록', 'SaaS', '기', 'Spring', '클라우드', '빅데이터', '발생', '코딩', '각종', '엔드', '시각', '러닝', 'Tablet', 'AI', 'WebAssembly', '저장', 'Google', '이력서', '분야', '제공', '엔지니어', '과제', '이용', '눈', '검색', '버전', '이상', '지원', '선별', '포트폴리오', '바탕', '구독', 'Meet', '합류', '선택', '보안', '데이터', '이식', '필요', '테스트', '대표', '체감', '적합', '대시보드', '예정', '포지션', '설정', '기여', '신뢰', '클럼엘의', '다양', '심사', '전달', '영향', 'Premises', '절차', '기능', '방문', '일주일', 'Git', '위협', '확인', '고객', '빌링', '프론트', '라이브러리', '우선', '외부', 'Java', '개별', '결과', '경우', '머신', '컴포넌트', '사용', '사무실', '채용', '인터페이스', '가능', '모델', '대상', '제어', '이내', '검토', '실무진', '중심', '좌우', 'C', '제출', '합격', '비즈니스', '정보', '진행', '라이브', '환경', '효과', '사용자', '기반', '안내', '조직', '면접', '현황', '시니어', '하루', '필수', '제품', '고도', 'React', '이사', '통계', '후', '클럼엘', '임원', '분석', 'Triage', '서비스', '메일', 'Android', '업무', '전', '서류', '별도', '보유', '제고', 'On', '의견', '신뢰도', 'UI', 'Rust', '가치', '상기', '탐지', '초대장', '지원서', '사전', '테크', '솔루션', '결정', '송부', '인터뷰', '대응', 'iPad', '링크', '시스템', '연락', '성과', '소프트웨어']","['경험', '이상', '데이터 분석', '환경', '머신', '학위', '개발', '보안', '학과', '클라우드', '업무', '컴퓨터', '보유', '공학', '유관', '러닝', '경력', 'Rust', '학사', '네트워크 보안', '기업', '솔루션', '소지']"
208267,['C++'],없음,없음,없음,없음,없음,없음,없음,"['Embedded', '이상', '전자', '기반', '소지자', 'C++', '임베디드', 'LTE', '경험자', '개발', 'or', '모뎀', '통신', '컴퓨터', 'IoT', '전기', 'SW', '펌웨어', '운전면허', 'Firmware', 'C', 'GPS', 'Device', 'RTOS', '차량', '관련', '전공자']","['게이트웨이', '모빌리티', '임베디드', '경험자', '양산', '개발', 'BLE', '제품', 'OBD', '이해', '회로', '가능', 'FMS', 'Serial', 'Digital', '모델', '통신', '서비스', 'I2C', '업무', '자', 'IoT', 'SW', '펌웨어', 'Data', '자동차', '차량', '관제', 'sheet', '관련', '프로세스', 'CAN']"
104029,없음,['Python'],없음,없음,없음,없음,없음,없음,"['이상', '전형', '지원', '경험', '소프트웨어 개발', '국내', '고객', 'solving', '효과', '사항', '면접', '소프트웨어', '여행', '해결', '사유', '활용', '개발', '팀', '해외', '채용', '결격', '출장', '프로젝트', '공유', '실무', 'problem', '확정', '임원', '분석', '능력', '요구', '배포', '업무', '발생', '서류', '적응', 'AI', '영업', '엔지니어링', '커뮤니케이션', '프로덕트', 'DataCAMP', '솔루션', '이슈', 'Vision', '절차', '기능', 'LISA', '사이트', '기술']","['sales', 'Python', '경험', '분야', '개발', 'solution', 'Solution', 'AI', '관심', 'C', 'pre', 'engineering']"
237897,"['R', 'Python']",없음,없음,없음,없음,없음,없음,['AWS'],"['관리', '경험', '강화', 'BigQuery', '직무', '요구사항', '개발', '프로젝트', '부문', '어드민', '순간', '소비', '파이프라인', 'IT', 'databricks', 'framework', '검색', '용량', '도슨트', '이상', '포트폴리오', '전시', '행태', '반영', '향상', '관람객', '모델링', '피플리', '데이터', '티켓', '대표', '감상', '소개', '지능', '서빙', '경력', '운영', 'SQL', '큐피커', '응답', '기술', '전시장', '고객', '패턴', 'sLLM', '자연어', '정책', '사용', '가이드', '상용', '모델', '질', '해당', '수행', '모니터링', '주요', 'VectorDB', '제출', '예술', '작품', '가공', 'Hadoop', 'R', '거버넌스', '구축', '참여', '비즈니스', '위원회', '미래', '환경', 'API 개발', 'Sagemaker', '에코', '기반', '조직', '필수', 'Kafka', '구성', '처리', '고도', '유물', '오디오', '통계', '정제', '분석', '서비스', '업무', '보유', '피드백', 'Tech', '언어', '최적', '학습', '클라이언트', 'D', 'TFT', '분산', 'Airflow', 'Python', '플랫폼', '만족도', '시스템', '문화']","['비즈니스', 'S', 'ML', '경험', '전공', 'EC', '튜닝', 'Redshift', '통계', '분석', '배포', 'Glue', '컴퓨터', '공학', '과학', '교육', 'AWS', '학습', '호스팅', '지식', '스택', '솔루션', '이수', '추론', 'e.g.', '관련', '기술']"
241248,"['Kotlin', 'Python', 'C++']",없음,없음,없음,없음,없음,없음,"['Postman', 'Slack']","['Vehicle', 'Navigation', '이상', '경험', '소프트웨어 개발', '웹', '설치', 'Control', 'In', 'service', 'Copi', '기반', '사용자', '연계', 'ChatGPT', 'C++', '결과', 'dot', '단위', 'client', '연동', '주행', '실행', '학위', '관점', '개발', '제품', '처리', 'Kotlin', '정성', 'Llama', '자동', 'web', '정량', 'Infotainment', 'navigation', '테스트', '서비스', 'Senior', '컴퓨터', '보유', '공학', '수행', '평가', '통합', 'AI', 'IVI', 'Engineer', '조건', 'lot.', 'C', 'Quality', '학사', '검증', 'LLM', '자동차', '입력', 'Python', '수립', '분야', 'Responsibilities', '음성', 'Cruise', '시스템', '자율', '이용', 'Assurance', '관련', 'E', '테스트 계획']","['Embedded', '경험', 'Appium', '협업', '테스트 자동화', '기반', '음성 인식', '내비게이션', '양산', '탑재', '활용', '개발', 'Postman', '인공 지능', 'Confluence', '보유', '평가', '지식', '도구', 'Slack', '커뮤니케이션', 'Selenium', 'Jira', '차량', 'Online']"
