id,combined_analyzed_json,preferredExperience_analyzed_json
253091,"[""google"", ""play"", ""wowpass"", ""android"", ""application"", ""modularization"", ""compose"", ""navigation"", ""hilt"", ""room"", ""kotlin"", ""coroutine"", ""flow"", ""clean"", ""architecture"", ""mvvm"", ""github action"", ""cs""]","[""nfc"", ""gps"", ""beacon""]"
212342,"[""kotlin"", ""java"", ""android""]","[""in"", ""app"", ""billing"", ""mvvm"", ""android"", ""viewmodel"", ""room"", ""jetpack"", ""compose"", ""coroutine"", ""google"", ""play"", ""one"", ""store""]"
251222,"[""rcs"", ""imc"", ""mysql"", ""oracle"", ""it""]","[""rcs"", ""it""]"
256916,"[""sw"", ""criteria"", ""spec"", ""validation"", ""coverage"", ""defect"", ""system"", ""testing"", ""compatibility"", ""regression"", ""negative"", ""error"", ""test"", ""case"", ""program"", ""review"", ""r"", ""d"", ""career"", ""requirement"", ""basic"", ""build"", ""buildroot"", ""yocto"", ""bootloader"", ""kernel"", ""service"", ""app"", ""linux"", ""or"", ""rtos"", ""jira"", ""redmine"", ""gitlab"", ""framework"", ""robot"", ""googletest"", ""engineering"", ""process"", ""aspice"", ""cmm"", ""ci"", ""cd"", ""patch"", ""integration"", ""git"", ""github"", ""gerrit""]",[]
251552,"[""si"", ""pm"", ""db"", ""migration"", ""pl""]","[""lg""]"
259199,"[""nw"", ""ips"", ""it"", ""network""]","[""ccna"", ""ms"", ""office"", ""aws""]"
241592,"[""tms"", ""qa"", ""python"", ""it""]","[""istqb"", ""fl"", ""csts"", ""sdk"", ""qa"", ""b"", ""martech""]"
222552,"[""lever"", ""xpert"", ""fastapi"", ""django"", ""prism"", ""aws"", ""data"", ""pipeline"", ""dl"", ""dw"", ""dm"", ""gcp"", ""public"", ""cloud""]","[""api"", ""aws""]"
259981,"[""d"", ""linux"", ""rtos"", ""c"", ""sw"", ""qt"", ""application"", ""device"", ""driver"", ""embeded"", ""kernel""]",[]
143505,"[""ios"", ""swift"", ""git"", ""restful"", ""api"", ""socket"", ""qa""]","[""ios"", ""apple"", ""hig"", ""zeplin"", ""ui"", ""ux"", ""api""]"
94220,"[""api"", ""apache"", ""airflow"", ""nodejs"", ""express"", ""rdb"", ""nosql"", ""elk"", ""javascript"", ""es"", ""html"", ""css""]","[""node.js"", ""django"", ""beautifulsoup"", ""puppeteer"", ""elk"", ""docker"", ""kubernetes"", ""typescript"", ""jest"", ""jasmine"", ""mocha""]"
254844,"[""aws"", ""idc"", ""java""]","[""it"", ""postgresql"", ""javascript"", ""node.js"", ""php""]"
218263,"[""pd"", ""python"", ""sql"", ""excel"", ""tableau""]","[""python"", ""sql"", ""excel"", ""tableau"", ""pytorch"", ""tensorflow"", ""hugging"", ""face"", ""q."", ""a."", ""pd""]"
261230,"[""matlab"", ""python"", ""r"", ""ai"", ""ppt""]",[]
257215,"[""web"", ""pc"", ""mobile"", ""app"", ""ios"", ""android"", ""db"", ""api"", ""node.js"", ""javascript"", ""es"", ""typescript"", ""rdbms"", ""mysql"", ""sql"", ""ci"", ""cd""]","[""nest.js"", ""orm"", ""npm"", ""yarn"", ""pnpm"", ""gitlab"", ""github"", ""slack"", ""jira"", ""notion"", ""figma"", ""sketch"", ""zeplin"", ""aws"", ""gcp"", ""azure"", ""opensearch"", ""pg""]"
257382,"[""development"", ""qa"", ""publishing"", ""function"", ""non"", ""functional"", ""maintenance"", ""mobile"", ""platform"", ""client"", ""based"", ""game"", ""server"", ""performance"", ""testing"", ""tools"", ""static"", ""analysis"", ""open"", ""source"", ""unity"", ""editor"", ""unit"", ""component"", ""test"", ""case"", ""check"", ""list""]","[""qa""]"
256616,"[""senior"", ""software"", ""engineer"", ""tv"", ""drm"", ""latency"", ""vod"", ""cross"", ""functional"", ""javascript"", ""typescript"", ""widevine"", ""fairplay"", ""playready"", ""digital"", ""right"", ""management"", ""a"", ""b"", ""qoe""]","[""aac"", ""avc"", ""hevc"", ""av"", ""hls"", ""dash""]"
258128,"[""aws"", ""gcp"", ""iam"", ""controltower"", ""config"", ""cloudtrail"", ""vsc""]","[""os"", ""api"", ""aws"", ""gcp"", ""docker"", ""kubernetes"", ""terraform"", ""ansible"", ""iac"", ""infrastructure"", ""as"", ""code""]"
254617,"[""ai"", ""ml"", ""dl"", ""vlm"", ""llm"", ""python"", ""temsorflow"", ""pytorch""]","[""ai""]"
246620,"[""cloud"", ""on"", ""premise"", ""ml"", ""bioinformatics"", ""ci"", ""cd"", ""terraform"", ""ansible"", ""java"", ""python"", ""docker"", ""kubernetes""]","[""data"", ""science"", ""competition"", ""aws"", ""azure"", ""gcp"", ""cloud"", ""nextflow"", ""argo"", ""hpc"", ""high"", ""performance"", ""computing""]"
228740,"[""flutter"", ""native"", ""android"", ""ios"", ""web""]","[""android"", ""ios"", ""restful"", ""api""]"
169658,"[""react"", ""vue"", ""html"", ""css"", ""scss""]",[]
248565,"[""npu"", ""sdk"", ""model"", ""zoo"", ""tensorflow"", ""pytorch"", ""ai"", ""gpu"", ""c"", ""c++"", ""python"", ""sw""]",[]
256772,"[""sw"", ""po"", ""dl"", ""qa"", ""deep"", ""learning"", ""backend"", ""restful"", ""api"", ""ai"", ""python"", ""fast"", ""computer"", ""science""]","[""linux"", ""orm"", ""web"", ""service"", ""aws"", ""restful"", ""api"", ""git"", ""jira""]"
259929,"[""golang"", ""flutter""]",[]
254815,"[""pro"", ""video"", ""produ"", ""ction."", ""protv.com"", ""api"", ""ex"", ""press.js"", ""nest"", ""react.js"", ""vue.js"", ""next.js"", ""typescript"", ""react query"", ""tanstack"", ""query"", ""recoil"", ""zustand"", ""jotai"", ""csr"", ""ssr""]","[""vite"", ""webpack"", ""tailwind"", ""css"", ""unocss"", ""emotion"", ""vanila"", ""extract"", ""ui"", ""mjs"", ""cjs"", ""esm"", ""commonjs"", ""aws"", ""azure"", ""gcp""]"
246626,"[""pd"", ""b"", ""it""]","[""it""]"
253423,"[""ai"", ""pm"", ""foundation"", ""model"", ""d"", ""matching"", ""pointcloud"", ""registration"", ""few"", ""shot"", ""learning"", ""python"", ""pytorch""]","[""ai""]"
256651,"[""sdk"", ""qa"", ""plan"", ""gamepot"", ""cs""]","[""ide"", ""xcode"", ""unity""]"
261856,"[""flutter"", ""f""]","[""azure"", ""aws""]"
242364,"[""wpf"", ""pc"", ""c#"", ""visual"", ""studio"", ""c++"", ""net"", ""framework"", ""restful"", ""api"", ""socket""]","[""wpf"", ""thermal"", ""printer"", ""pos""]"
244307,"[""lab"", ""data"", ""pre"", ""processing"", ""deep"", ""learning"", ""python"", ""or"", ""matlab"", ""technical"", ""presentation""]","[""sql"", ""database"", ""deep"", ""learning"", ""svm"", ""lda"", ""digital"", ""signal"", ""processing"", ""frequency"", ""domain"", ""filter"", ""data"", ""visualization"", ""tool"", ""ex."", ""tableau""]"
261381,"[""api"", ""c++"", ""sw""]","[""web"", ""server"", ""client"", ""api"", ""sdk"", ""ci"", ""cd"", ""robotics""]"
212660,"[""openstack"", ""full"", ""stack"", ""vue"", ""typescript""]","[""vlan"", ""vxlan"", ""openstack""]"
258594,"[""nfc"", ""order"", ""pos"", ""net"", ""api"", ""c"", ""c++"", ""c#"", ""python""]","[""pos"", ""dll"", ""ci"", ""cd"", ""s"", ""w"", ""robotics"", ""ros""]"
212583,"[""dx"", ""view"", ""react"", ""router"", ""storybook"", ""emotion"", ""build"", ""tool"", ""vite"", ""code"", ""quality"", ""eslint"", ""test"", ""jest"", ""testing library"", ""playwright"", ""infrastructure"", ""aws"", ""mixpanel"", ""google"", ""tag"", ""manager"", ""figma"", ""notion"", ""slack"", ""drive"", ""html"", ""css"", ""es"", ""typescript""]","[""agile"", ""scrum""]"
248857,"[""ai"", ""tensorflow"", ""keras"", ""hugging"", ""face"", ""pandas"", ""numpy"", ""matplotlib"", ""scikit"", ""learn"", ""aws"", ""ubuntu"", ""jupyter"", ""mysql"", ""sql""]",[]
245631,"[""app"", ""e"", ""ios"", ""jenkins"", ""journey"", ""map"", ""jira"", ""swift"", ""storyboard"", ""swiftui"", ""ui"", ""lifecycle"", ""mvvm"", ""ux""]","[""jenkins"", ""modularization"", ""git"", ""stomp"", ""mqtt"", ""apns"", ""realm"", ""reactivex"", ""unit"", ""ui"", ""flutter"", ""dart"", ""typescript"", ""python""]"
225955,"[""aws"", ""ci"", ""cd"", ""elastic"", ""search"", ""observability"", ""cli"", ""container"", ""docker"", ""kubernetes"", ""elk"", ""python"", ""shell"", ""java"", ""linux"", ""computer"", ""science"", ""network"", ""infrastructure""]","[""aws"", ""iac"", ""terraform"", ""pulumi""]"
243295,"[""api"", ""cve"", ""c"", ""python""]","[""api"", ""cve""]"
256429,"[""ai"", ""ir"", ""c++""]","[""ai"", ""pytorch"", ""tensorflow"", ""clang"", ""llvm"", ""gcc"", ""hpc"", ""gpu"", ""c++"", ""asplos"", ""hpdc"", ""isca"", ""micro"", ""pact"", ""pldi"", ""ppopp"", ""sc""]"
247294,"[""rag"", ""fine"", ""tuning"", ""llm"", ""a"", ""to"", ""z""]","[""b"", ""python"", ""docker"", ""kubernetes""]"
245764,"[""dot"", ""a"", ""z"", ""umos"", ""urban"", ""mobility"", ""operating"", ""system"", ""senior"", ""frontend"", ""engineer"", ""vehicle"", ""cloud"", ""connected"", ""car"", ""sdv"", ""digital"", ""twin"", ""web"", ""react"", ""typescript"", ""mobx"", ""redux"", ""tanstack"", ""query"", ""git"", ""jira"", ""ci"", ""cd"", ""ui"", ""ux""]","[""mapgl"", ""three.js"", ""server"", ""side"", ""rendering"", ""node.js"", ""e""]"
231846,"[""wise"", ""convey"", ""restful"", ""api"", ""spring"", ""boot"", ""java"", ""mysql"", ""db"", ""linux""]","[""github"", ""slack"", ""jira"", ""confluence"", ""ci"", ""cd"", ""kubernetes"", ""docker""]"
241270,"[""speaker"", ""recognition"", ""enrollment"", ""system"", ""pytorch""]","[""speaker"", ""recognition""]"
260790,"[""zeroeyes"", ""node"", ""typesciprt"", ""back"", ""end"", ""devops"", ""api"", ""iot"", ""typescript"", ""qr""]","[""aws"", ""devops"", ""iot""]"
252778,"[""vivar"", ""d"", ""configurator"", ""three.js"", ""react"", ""r"", ""f"", ""ar"", ""typescript"", ""javascript"", ""java"", ""script"", ""ux"", ""ui"", ""blender""]","[""three.js"", ""react"", ""next"", ""js"", ""shader"", ""python""]"
262104,"[""isms"", ""p"", ""iso"", ""iec"", ""pci"", ""dss""]","[""isms"", ""p"", ""iso"", ""iec"", ""pci"", ""dss"", ""cisa"", ""cissp"", ""cppg""]"
255037,"[""ai"", ""sw"", ""python"", ""tensorflow"", ""pytorh"", ""keras""]","[""nlp"", ""stable"", ""diffusion"", ""model"", ""cv"", ""mlops"", ""mlflow"", ""kbueflow"", ""spark"", ""airflow"", ""ml""]"
260159,"[""sllm"", ""ai"", ""python"", ""docker"", ""kubernetes""]","[""vllm"", ""llm"", ""aws"", ""java"", ""springboot""]"
250197,"[""b"", ""java""]","[""network"", ""linux"", ""si""]"
246411,"[""pb"", ""pm""]",[]
259192,"[""c"", ""c++""]",[]
242725,"[""mobile"", ""native"", ""app"", ""flutter"", ""web"", ""react.js"", ""next.js"", ""back"", ""end"", ""java"", ""kotlin"", ""python"", ""spring"", ""framework"", ""jpa"", ""jooq"", ""front"", ""typescript"", ""react"", ""dart"", ""cloud"", ""infra"", ""aws"", ""ecs"", ""database"", ""mysql"", ""mongodb"", ""tool"", ""bitbucket"", ""jira"", ""confluence"", ""google"", ""workspace"", ""macbook"", ""application"", ""html"", ""css"", ""javascript"", ""js"", ""ts"", ""angular"", ""vue""]",[]
258512,"[""azure"", ""poc"", ""it"", ""on"", ""premise"", ""public"", ""script"", ""bash"", ""shell"", ""powershell"", ""python"", ""tier"", ""ci"", ""cd""]","[""public"", ""azure"", ""aws"", ""gcp"", ""ncp"", ""on"", ""premise"", ""idc"", ""it"", ""iot"", ""os"", ""windows"", ""linux"", ""web"", ""app"", ""was"", ""docker"", ""kuberneties"", ""ci"", ""cd"", ""iac""]"
259352,"[""mission"", ""of"", ""the"", ""role"", ""you"", ""will"", ""be"", ""responsible"", ""for"", ""development"", ""and"", ""performance"", ""improvement"", ""camera"", ""pose"", ""estimation"", ""pipelines"", ""from"", ""state"", ""art"", ""static"", ""target"", ""calibration"", ""to"", ""real"", ""time"", ""dynamic"", ""meth"", ""ods."", ""at"", ""your"", ""arrival"", ""start"", ""by"", ""designing"", ""developing"", ""implementing"", ""cutting"", ""edge"", ""based"", ""vehicle"", ""extrinsic"", ""algorithms"", ""or"", ""targetless"", ""online"", ""methods"", ""automotive"", ""systems"", ""used"", ""in"", ""adas"", ""advanced"", ""driver"", ""assistance"", ""stradvision"", ""s"", ""frontvision"", ""product"", ""surroundvision"", ""multivision"", ""prod"", ""uct."", ""this"", ""includes"", ""creating"", ""perception"", ""software"", ""both"", ""mono"", ""cameras"", ""multi"", ""handling"", ""mp"", ""resolution"", ""spanning"", ""range"", ""level"", ""work"", ""directly"", ""contribute"", ""enhancing"", ""safety"", ""vehicles"", ""equipped"", ""with"", ""techn"", ""ology."", ""key"", ""responsibilities"", ""algorithm"", ""collaborate"", ""senior"", ""lead"", ""engineers"", ""design"", ""implement"", ""test"", ""provide"", ""technical"", ""guidance"", ""on"", ""tools."", ""develop"", ""optimize"", ""intrinsic"", ""me"", ""thods."", ""efforts"", ""road"", ""sy"", ""stems."", ""refine"", ""using"", ""tools"", ""such"", ""as"", ""polynomial"", ""distortion"", ""opencv"", ""other"", ""relevant"", ""frame"", ""works."", ""research"", ""techniques"", ""calibr"", ""ation."", ""oversee"", ""integration"", ""solutions"", ""into"", ""production"", ""service"", ""environ"", ""ments."", ""define"", ""processes"", ""first"", ""post"", ""installation"", ""considering"", ""scenarios"", ""like"", ""windshield"", ""ch"", ""anges."", ""ego"", ""motion"", ""compensation"", ""strategies"", ""manage"", ""changes"", ""angles"", ""e.g."", ""driving"", ""over"", ""bumps"", ""suspension"", ""shifts"", ""an"", ""cross"", ""functional"", ""teams"", ""ensure"", ""embedded"", ""device"", ""under"", ""varying"", ""condi"", ""tions."", ""testing"", ""validation"", ""conduct"", ""rigorous"", ""world"", ""simulated"", ""data."", ""identify"", ""address"", ""issues"", ""anom"", ""alies."", ""documentation"", ""maintain"", ""detailed"", ""methodologies"", ""proce"", ""dures."", ""create"", ""user"", ""manuals"", ""facilitate"", ""teams."", ""collaboration"", ""including"", ""machine"", ""learning"", ""hardware"", ""platform"", ""quality"", ""assurance"", ""integrate"", ""participate"", ""code"", ""reviews"", ""knowledge"", ""sharing"", ""sessions"", ""foster"", ""a"", ""collaborative"", ""enviro"", ""nment."", ""mentoring"", ""mentor"", ""junior"", ""entry"", ""engine"", ""ers."", ""basic"", ""qualifications"", ""master"", ""ph.d."", ""computer"", ""science"", ""electrical"", ""engineering"", ""robotics"", ""related"", ""filed"", ""least"", ""years"", ""industry"", ""experience"", ""excellent"", ""oral"", ""written"", ""communication"", ""skills"", ""good"", ""teamwork"", ""spirit"", ""c"", ""c++"", ""python"", ""programming"", ""deep"", ""understanding"", ""d"", ""vision"", ""fundamentals"", ""multiple"", ""view"", ""geo"", ""metry."", ""equivalent"", ""proficiency"", ""libraries"", ""models"", ""correction"", ""iques."", ""is"", ""plus.""]","[""preferred"", ""qualifications"", ""phd"", ""in"", ""computer"", ""science"", ""or"", ""electrical"", ""engineering"", ""robotics"", ""a"", ""related"", ""filed"", ""with"", ""at"", ""least"", ""years"", ""of"", ""industry"", ""adas"", ""ad"", ""experience"", ""especially"", ""sensor"", ""calibration"", ""excellent"", ""foundation"", ""vision"", ""and"", ""particular"", ""d"", ""geometric"", ""including"", ""slam"", ""structure"", ""from"", ""motion"", ""multiple"", ""view"", ""geometry"", ""pose"", ""estimation"", ""mathematical"", ""fundamentals"", ""linear"", ""algebra"", ""computational"", ""vector"", ""calculus"", ""probability"", ""theory"", ""numeric"", ""optimization"", ""understanding"", ""software"", ""development"", ""best"", ""practices"", ""coding"", ""standards"", ""code"", ""reviews"", ""design"", ""patterns"", ""source"", ""control"", ""management"", ""test"", ""autom"", ""ation."", ""strong"", ""programming"", ""skills"", ""python"", ""c++"", ""similar"", ""lang"", ""uages.""]"
147952,"[""python"", ""frontend"", ""backend"", ""bigquery"", ""hadoop"", ""elastic""]","[""gcp"", ""aws"", ""google"", ""analytics"", ""gtm""]"
216316,"[""si"", ""java"", ""low"", ""code"", ""mendix"", ""platform"", ""no"", ""it""]","[""msa"", ""java"", ""domain"", ""driven"", ""design"", ""project"", ""leader"", ""b""]"
229086,"[""web"", ""dapp"", ""ux"", ""ui"", ""android"", ""ios"", ""hybrid"", ""mobile"", ""app"", ""api"", ""node.js"", ""vue.js"", ""vue"", ""react"", ""typescript"", ""pinia"", ""vite"", ""js"", ""github"", ""vscode"", ""yarn"", ""storybook"", ""slack"", ""notion"", ""chatgpt"", ""ci"", ""cd"", ""javascript"", ""html"", ""css""]","[""vue"", ""composition"", ""api"", ""react"", ""react native"", ""webpack"", ""vite"", ""contract"", ""apache"", ""nginx"", ""ai""]"
256431,"[""ai"", ""api"", ""gpu"", ""scheduling"", ""fault"", ""detection"", ""live"", ""migration"", ""scale"", ""out"", ""high"", ""availability"", ""iaas"", ""paas"", ""saas"", ""kubernetes"", ""core"", ""concepts"", ""pods"", ""deployments"", ""services"", ""rbac"", ""golang""]","[""ml"", ""docker"", ""kubernetes"", ""high"", ""availability"", ""gpu"", ""asplos"", ""hpdc"", ""isca"", ""micro"", ""pact"", ""pldi"", ""ppopp"", ""sc""]"
245697,"[""android"", ""os"", ""infotainment"", ""tmap"", ""mobility"", ""tech"", ""sw"", ""stakeholder""]","[""rest"", ""api"", ""agile"", ""sw"", ""architect""]"
220956,"[""aws"", ""ncp"", ""kt"", ""vue"", ""typescript"", ""webpack"", ""module"", ""federation"", ""jetbrains"", ""intellij"", ""etc"", ""agile"", ""jira"", ""confluence"", ""bitbucket"", ""private"", ""public"", ""cloud""]",[]
260359,"[""dba"", ""database"", ""tuning"", ""aws"", ""rds"", ""aurora"", ""mysql"", ""for"", ""mongodb"", ""db"", ""migration""]","[""db"", ""aws"", ""sql""]"
261170,"[""emr"", ""source"", ""code"", ""sms"", ""lab"", ""tcp"", ""ip"", ""rs"", ""c"", ""c++"", ""rd"", ""party"", ""s"", ""w"", ""windows"", ""programming"", ""ui"", ""qt"", ""mfc"", ""database"", ""sql""]","[""delphi"", ""s"", ""w""]"
250627,"[""endpoint"", ""agent"", ""developer"", ""monster"", ""windows"", ""linux"", ""macos"", ""c"", ""c++"", ""tcp"", ""udp""]","[""windows"", ""etw"", ""event"", ""trace"", ""for"", ""minifilter"", ""driver"", ""linux"", ""unix"", ""auditd"", ""ebpf"", ""lsm"", ""security"", ""modules"", ""framework"", ""macos"", ""endpoint"", ""artifact"", ""memory"", ""forensics""]"
251886,"[""threat"", ""hunting"", ""reactor"", ""qlue"", ""arkam"", ""metasleuth"", ""python"", ""go"", ""golang"", ""c#"", ""rust""]","[""ai"", ""red"", ""team"", ""cti"", ""cyber"", ""threat"", ""intelligence""]"
250160,"[""api"", ""it""]",[]
254807,"[""aws"", ""ci"", ""cd"", ""docker"", ""ecs"", ""eks""]","[""agile"", ""python"", ""shell""]"
245125,"[""qa"", ""process"", ""jira"", ""test"", ""case""]","[""sql"", ""mysql"", ""istqb"", ""cste"", ""database"", ""api"", ""test"", ""web"", ""ios"", ""android"", ""ux""]"
249843,"[""flutter"", ""riverpod"", ""provider"", ""firebase"", ""aws"", ""ec"", ""s"", ""git""]","[""mvc"", ""mvvm"", ""flutter"", ""method"", ""channel"", ""kotlin"", ""swift""]"
234611,"[""b"", ""saas"", ""fincatch"", ""check"", ""h"", ""fos"", ""buy"", ""side"", ""oms"", ""fix"", ""krx"", ""nxt"", ""one"", ""day"", ""it"", ""c"", ""pro"", ""csp""]","[""it""]"
259407,"[""aws"", ""ncp"", ""gcp"", ""isms"", ""csap""]","[""cissp"", ""ceh"", ""aws"", ""security"", ""specialty"", ""vpn""]"
254255,"[""on"", ""premise"", ""linux"", ""windows"", ""it"", ""ai""]","[""ai""]"
234764,"[""react"", ""native"", ""flutter"", ""front"", ""end"", ""react native""]","[""ios"", ""aos"", ""admin"", ""page"", ""react"", ""github"", ""notion"", ""slack""]"
233032,"[""vision"", ""ai"", ""application"", ""deep"", ""learning"", ""object"", ""detection"", ""segmentation"", ""human"", ""pose"", ""estimation"", ""db""]","[""sci"", ""scie"", ""ml"", ""svm"", ""random"", ""forest"", ""ai""]"
250770,"[""python"", ""ml"", ""dl"", ""ai""]","[""ai"", ""cv"", ""physical"", ""computing""]"
75585,"[""emr"", ""c#"", ""android"", ""ios"", ""app"", ""net"", ""web"", ""react"", ""typescript"", ""css"", ""nest.js"", ""spring""]","[""c#"", ""android"", ""react"", ""nodejs"", ""css"", ""database"", ""sql"", ""server"", ""mysql"", ""postgresql"", ""aws""]"
246268,"[""google"", ""android"", ""kotlin"", ""app"", ""ble"", ""api"", ""sdk"", ""playstore"", ""aos""]","[""di"", ""sdk"", ""bluetooth"", ""ble"", ""testable""]"
160880,"[""erwin"", ""sql""]",[]
254447,"[""mg"", ""ai"", ""ml"", ""software"", ""engineer"", ""e.g."", ""ios"", ""android"", ""api"", ""fastapi"", ""spring"", ""k"", ""s"", ""ci"", ""cd"", ""sdk"", ""match"", ""group"", ""swift"", ""kotlin"", ""react.js"", ""next.js"", ""paas"", ""sr."", ""individual"", ""contributer"", ""cs"", ""python"", ""c++"", ""go"", ""java"", ""javascript""]","[""api"", ""ios"", ""android"", ""aws"", ""gcp"", ""ms"", ""azure"", ""pytorch"", ""tensorflow"", ""jax"", ""kafka"", ""elasticsearch"", ""databricks""]"
245177,"[""c#"", ""oop"", ""iocp"", ""socket"", ""design"", ""pattern"", ""refactoring"", ""rdbms"", ""nosql""]","[""c++"", ""aws"", ""azure"", ""git"", ""backend""]"
251274,"[""k"", ""s"", ""airflow"", ""kubeflow"", ""argocd"", ""python"", ""nexus"", ""jenkins"", ""rancher"", ""rke"", ""ceph"", ""longhorn"", ""garafana"", ""helm"", ""chart"", ""kubernetes""]","[""cloud"", ""knative"", ""bigdata""]"
245161,"[""api"", ""nestjs"", ""asp.net"", ""restful""]","[""nestjs"", ""asp.net"", ""api"", ""no"", ""sql"", ""azure"", ""cosmos"", ""db"", ""redis"", ""aws"", ""clean"", ""architecture"", ""production"", ""ci"", ""cd""]"
242969,"[""sparse"", ""production"", ""backend"", ""latency"", ""db"", ""apm"", ""application"", ""devops"", ""engineer"", ""docker"", ""kubernetes"", ""python"", ""rust"", ""aws"", ""msa"", ""cs""]","[""terraform"", ""kubernetes"", ""eks"", ""gke"", ""helm"", ""github action"", ""harbor"", ""cloudflare""]"
253418,"[""aiops"", ""jira"", ""pms"", ""figma"", ""excel"", ""notion""]","[""ai"", ""b"", ""it""]"
233015,"[""model"", ""compression"", ""neural"", ""architecture"", ""search"", ""nas"", ""quantization"", ""aware"", ""training"", ""qat"", ""post"", ""ptq"", ""knowledge"", ""distillation"", ""kd"", ""tensorflow"", ""pytorch"", ""dl""]","[""sci"", ""scie"", ""e.g."", ""gpus"", ""tpus"", ""fpgas"", ""dl"", ""ml"", ""tensorflow"", ""serving"", ""onnx"", ""runtime""]"
117659,"[""npu"", ""backend"", ""compiler"", ""simulator"", ""math"", ""cs"", ""ee"", ""python"", ""c"", ""c++""]","[""tvm"", ""xla"", ""python"", ""c"", ""c++""]"
244324,"[""qa"", ""sw"", ""engineer""]","[""testrail"", ""jira"", ""istqb"", ""csts"", ""sw"", ""web"", ""test"", ""qa"", ""engineer""]"
253884,"[""skt"", ""next"", ""bss"", ""x"", ""on"", ""premise"", ""cloud"", ""openshift"", ""k"", ""s""]",[]
245259,"[""android"", ""app"", ""kotlin"", ""java""]","[""ios"", ""swift"", ""webview"", ""rn"", ""android"", ""viewmodel"", ""room"", ""jetpack"", ""compose"", ""coroutine"", ""google"", ""play"", ""one"", ""store"", ""apk""]"
250379,"[""html"", ""css"", ""js"", ""scss"", ""seo""]","[""gulp"", ""webpack"", ""git"", ""gsap""]"
256079,"[""admin"", ""html"", ""android"", ""ms"", ""office"", ""notion"", ""slack""]",[]
243080,"[""opengl"", ""webgl"", ""d"", ""ui"", ""ux"", ""android"", ""ios"", ""web"", ""kotlin"", ""swift"", ""c++"", ""javascript"", ""git""]","[""unity"", ""unreal"", ""engine"", ""opengl"", ""webgl"", ""gpu"", ""android"", ""ios"", ""web"", ""graphics""]"
256743,"[""unified"", ""logging"", ""system"", ""confluent"", ""kafka"", ""amundsen"", ""initiative"", ""slo"", ""expectation"", ""redshift"", ""s"", ""athena"", ""iceberg"", ""acid"", ""go"", ""python"", ""airflow"", ""kubernetes"", ""fluentbit"", ""loki"", ""jira"", ""confluence"", ""slack"", ""github"", ""approve"", ""github action"", ""gitploy"", ""datadog"", ""grafana"", ""prometheus"", ""aws"", ""cloudwatch"", ""gcp"", ""cloud"", ""native"", ""scheduler"", ""prefect"", ""oozie"", ""cs"", ""os""]","[""kubernetes"", ""airflow"", ""spark""]"
247310,"[""ai"", ""python"", ""unstruc"", ""tured.io"", ""pypdf"", ""ocr"", ""b""]","[""hwpx"", ""docx"", ""pdf"", ""restful"", ""api"", ""computer"", ""vision"", ""llm"", ""ai"", ""python"", ""fastapi"", ""pytorch"", ""engineer""]"
147523,"[""arm"", ""risc"", ""v"", ""soc"", ""bsp"", ""sw"", ""linux"", ""c"", ""c++"", ""java"", ""jtag""]","[""soc"", ""sw"", ""security"", ""ip"", ""usb"", ""pcie"", ""ddr"", ""mipi"", ""isp""]"
202867,"[""dev"", ""api"", ""next.js"", ""flutter"", ""typescript"", ""javascript"", ""react.js"", ""github action""]","[""clean"", ""architecture"", ""hexagonal""]"
230103,"[""eximbay"", ""pc"", ""client"", ""jnk"", ""java"", ""spring"", ""framewark"", ""springboot"", ""springbatch"", ""db"", ""linux""]","[""van"", ""pg"", ""c#"", ""aws""]"
255727,"[""sap"", ""web"", ""erp"", ""business"", ""e"", ""accounting"", ""java"", ""spring"", ""framework"", ""jsp"", ""mybatis"", ""mssql"", ""linux"", ""python"", ""i"", ""f"", ""rfc"", ""eai"", ""api""]","[""os"", ""network""]"
260535,"[""bit"", ""arm"", ""processor"", ""mcu"", ""peripheral"", ""spi"", ""uart"", ""ethernet"", ""ethercat"", ""imu"", ""encoder"", ""linear"", ""potentiometer"", ""fsr"", ""bt"", ""wifi"", ""release"", ""c"", ""c++"", ""st"", ""microchip"", ""espressif"", ""esp""]","[""freertos"", ""linux"", ""sw"", ""github"", ""svn"", ""fluent""]"
215981,"[""deep"", ""learning"", ""machine"", ""dl"", ""ml"", ""modeling"", ""ai"", ""rag"", ""tod"", ""llm"", ""table"", ""ocr"", ""chunking"", ""framework"", ""tensorflow"", ""pytorch""]","[""ai"", ""kaggle"", ""challenge""]"
224237,"[""pfct"", ""ai"", ""po"", ""b"", ""c"", ""web"", ""application"", ""html"", ""css"", ""javascript"", ""typescript"", ""js"", ""ts"", ""react"", ""angular"", ""vue""]","[""jest"", ""cypress"", ""mocha""]"
259823,"[""salesforce"", ""cbu""]","[""salesforce"", ""pardot"", ""sales"", ""cloud"", ""commerce"", ""service"", ""apex"", ""lwc"", ""sql"", ""javascript""]"
250895,"[""aem"", ""adobe""]","[""aem"", ""si""]"
187299,"[""emr"", ""vitalcare"", ""ai"", ""vital"", ""sign"", ""lab"", ""data"", ""python"", ""docker"", ""git"", ""jira"", ""linux"", ""ubuntu"", ""compose"", ""relational"", ""database""]","[""emr"", ""vital"", ""sign"", ""lab"", ""data"", ""ai""]"
251988,"[""smtech"", ""iris"", ""rcms"", ""powerpoint"", ""excel""]",[]
256877,"[""dx"", ""developer"", ""experience"", ""engineering"", ""devrel""]",[]
