id,combined_Languages,preferred_Languages,combined_Frameworks,preferred_Frameworks,combined_Libraries,preferred_Libraries,combined_Tools,preferred_Tools
243806,['Python'],없음,없음,없음,없음,['PyTorch'],없음,없음
249902,없음,없음,없음,없음,없음,없음,없음,없음
163297,['Python'],['Java'],없음,['Spring'],없음,없음,"['Docker', 'PostgreSQL', 'Redis']","['GCP', 'Azure', 'AWS']"
240888,없음,없음,없음,없음,없음,없음,['Postman'],없음
256658,['Python'],없음,없음,없음,없음,없음,없음,없음
239418,없음,없음,없음,없음,없음,없음,['Docker'],없음
203547,"['Kotlin', 'Java']",없음,없음,없음,없음,없음,['Git'],없음
254273,없음,"['Go', 'Python']",없음,없음,없음,없음,"['Jenkins', 'Kubernetes', 'Ansible']",['Kubernetes']
143273,없음,없음,없음,없음,없음,없음,없음,없음
250847,없음,없음,없음,없음,없음,없음,없음,없음
239120,없음,없음,없음,없음,없음,없음,없음,없음
255462,['C++'],없음,없음,없음,없음,없음,['Git'],['Slack']
261596,없음,없음,['Keras'],없음,['Keras'],없음,없음,없음
246539,없음,없음,없음,없음,없음,없음,없음,없음
254336,없음,없음,없음,없음,없음,없음,"['AWS', 'Azure']",없음
194516,없음,없음,['FastAPI'],없음,없음,없음,"['Docker', 'Grafana', 'Kubernetes', 'Git']",없음
255207,없음,없음,없음,없음,없음,없음,"['MySQL', 'PostgreSQL', 'MongoDB']","['AWS', 'Azure']"
260788,['Swift'],없음,없음,없음,없음,없음,없음,['Slack']
199680,['Python'],없음,['TensorFlow'],['Spark'],"['TensorFlow', 'PyTorch']",없음,"['Docker', 'Git']",없음
185164,"['C++', 'Go', 'Rust']",없음,없음,없음,없음,없음,없음,없음
251989,없음,없음,없음,없음,없음,없음,없음,없음
251644,['Python'],없음,없음,없음,없음,없음,"['AWS', 'Git']",['AWS']
259370,없음,없음,없음,없음,없음,없음,없음,없음
241600,['Python'],없음,없음,없음,없음,없음,없음,없음
240343,['Python'],없음,없음,없음,없음,없음,"['Docker', 'Kubernetes']",없음
250230,없음,없음,없음,없음,없음,없음,없음,없음
242340,없음,없음,['Spring'],없음,없음,없음,없음,없음
99927,['Python'],없음,['React'],없음,['Pandas'],없음,['PostgreSQL'],"['Docker', 'Kubernetes']"
253326,['Python'],없음,없음,없음,없음,없음,없음,없음
253929,"['Python', 'Java']",없음,"['Vue.js', 'React']",없음,없음,없음,"['GCP', 'PostgreSQL', 'AWS', 'MySQL']",없음
242360,없음,없음,없음,없음,없음,없음,없음,없음
238730,없음,없음,없음,없음,없음,없음,['Git'],없음
258334,없음,"['Go', 'Python']",없음,없음,없음,없음,"['GCP', 'Azure', 'AWS']","['GCP', 'Azure', 'AWS']"
111763,없음,없음,없음,없음,없음,없음,"['Grafana', 'Kubernetes', 'Git']","['Azure', 'Terraform']"
195643,['PHP'],없음,"['Angular', 'React']",없음,없음,없음,"['AWS', 'Git']",['AWS']
237780,['Python'],없음,없음,없음,없음,없음,['AWS'],없음
129718,없음,없음,없음,없음,없음,없음,['Grafana'],없음
180333,['Python'],없음,없음,없음,['Pandas'],없음,없음,없음
118630,"['C++', 'Python']",없음,없음,없음,없음,없음,없음,없음
185686,['Python'],없음,없음,없음,없음,없음,없음,없음
252180,없음,없음,없음,없음,없음,없음,없음,없음
251160,없음,없음,없음,없음,없음,없음,없음,없음
249889,"['Python', 'Java', 'Scala']",없음,없음,없음,없음,없음,"['Elasticsearch', 'AWS']",없음
247909,없음,없음,없음,없음,없음,없음,없음,없음
205184,없음,없음,['React'],없음,없음,없음,없음,['Git']
255670,없음,없음,없음,없음,없음,없음,없음,없음
105496,"['Python', 'Java', 'Scala']",없음,['Spark'],없음,없음,없음,없음,없음
238206,없음,없음,없음,없음,없음,없음,없음,없음
235813,없음,없음,없음,없음,없음,없음,없음,없음
244936,없음,없음,없음,없음,없음,없음,없음,없음
239728,없음,"['JavaScript', 'Python']",없음,없음,없음,없음,"['AWS', 'Azure']",없음
251261,없음,['Python'],없음,없음,없음,없음,['PostgreSQL'],"['GCP', 'PostgreSQL', 'AWS', 'MySQL']"
158799,['Python'],없음,없음,없음,없음,없음,없음,없음
239422,없음,없음,없음,없음,없음,없음,['Kubernetes'],없음
206789,"['Go', 'Python', 'Java']",없음,없음,없음,없음,없음,['AWS'],"['AWS', 'Kubernetes']"
236452,"['Go', 'Python']",없음,없음,없음,없음,없음,['Kubernetes'],"['GCP', 'Kubernetes', 'AWS']"
247249,"['C++', 'Python', 'Java']",['Go'],없음,없음,['gRPC'],없음,"['GCP', 'Azure', 'Kubernetes', 'AWS']","['AWS', 'Kubernetes']"
214457,없음,없음,없음,없음,없음,없음,없음,없음
239663,없음,없음,없음,없음,없음,없음,['Git'],없음
227528,"['Python', 'Java']",없음,['Spark'],['Spark'],없음,없음,없음,없음
254967,없음,없음,없음,없음,없음,없음,없음,없음
148482,"['C++', 'Go', 'Rust']",없음,없음,없음,없음,없음,['Kubernetes'],없음
250365,없음,없음,없음,없음,없음,없음,없음,"['GCP', 'Azure', 'AWS']"
152966,없음,['Java'],없음,없음,없음,없음,없음,없음
227611,없음,없음,없음,없음,없음,없음,없음,없음
259582,없음,없음,없음,없음,없음,없음,없음,없음
250232,없음,없음,없음,없음,없음,없음,없음,없음
239461,"['Rust', 'Java']",['Rust'],"['Spring', 'React']",없음,없음,없음,['Git'],없음
201946,없음,없음,없음,없음,없음,없음,없음,없음
242937,"['Python', 'Java']",없음,없음,없음,없음,없음,없음,없음
254744,"['JavaScript', 'Python', 'Java']",없음,없음,없음,없음,없음,['JIRA'],없음
238211,없음,없음,없음,없음,없음,없음,없음,없음
245456,없음,없음,없음,없음,없음,없음,없음,['Docker']
229283,['Python'],없음,['Flask'],없음,없음,없음,['MongoDB'],['Docker']
230097,없음,없음,없음,없음,없음,없음,['Elasticsearch'],없음
246228,없음,없음,없음,없음,없음,없음,없음,없음
254840,없음,없음,없음,없음,없음,없음,없음,없음
236425,없음,없음,없음,없음,없음,없음,['Slack'],없음
247391,없음,없음,없음,['Spark'],없음,없음,없음,['MongoDB']
252544,없음,없음,없음,없음,없음,없음,없음,없음
235573,없음,없음,없음,없음,없음,없음,없음,없음
245763,없음,없음,없음,없음,없음,없음,없음,없음
258515,없음,['Python'],없음,없음,없음,없음,['AWS'],없음
233263,없음,없음,없음,없음,없음,없음,없음,없음
239513,['Python'],없음,없음,없음,없음,없음,없음,없음
251494,없음,"['Go', 'Python', 'Rust', 'TypeScript']",없음,없음,없음,없음,없음,['Kubernetes']
209640,['Ruby'],없음,"['Django', 'FastAPI']",없음,없음,없음,"['JIRA', 'Git', 'AWS', 'Kubernetes', 'Slack']","['ElasticSearch', 'AWS', 'Kubernetes']"
249841,없음,없음,없음,없음,['PyTorch'],없음,없음,"['Docker', 'Kubernetes']"
150909,없음,없음,없음,없음,없음,없음,없음,없음
231377,없음,없음,없음,없음,없음,없음,없음,없음
239460,"['Rust', 'Java']",['Rust'],없음,없음,없음,없음,['Git'],없음
242940,없음,없음,없음,없음,없음,없음,없음,없음
165313,없음,"['Python', 'Java']",없음,없음,없음,없음,없음,"['AWS', 'Azure']"
210107,없음,"['Kotlin', 'Swift', 'Java']",['Flutter'],없음,없음,없음,['AWS'],없음
242604,없음,없음,없음,없음,없음,없음,없음,없음
216434,['Python'],없음,없음,없음,없음,없음,없음,없음
244072,"['Python', 'Java']",없음,없음,없음,없음,없음,없음,"['GCP', 'Azure', 'Terraform', 'AWS']"
256016,없음,없음,없음,없음,없음,없음,['Git'],없음
240305,"['Kotlin', 'Python', 'Java']",['JavaScript'],없음,"['Flutter', 'React']",['gRPC'],없음,없음,없음
175739,없음,없음,없음,없음,없음,없음,없음,없음
236622,['Python'],없음,없음,없음,없음,없음,없음,"['Docker', 'AWS']"
239463,"['Rust', 'Java']",['Rust'],"['Spring', 'React']",없음,없음,없음,['Git'],없음
208267,['C++'],없음,없음,없음,없음,없음,없음,없음
104029,없음,['Python'],없음,없음,없음,없음,없음,없음
237897,"['R', 'Python']",없음,없음,없음,없음,없음,없음,['AWS']
241248,"['Kotlin', 'Python', 'C++']",없음,없음,없음,없음,없음,없음,"['Postman', 'Slack']"
237589,없음,없음,없음,없음,없음,없음,없음,없음
236095,없음,없음,없음,없음,없음,없음,없음,없음
239930,없음,없음,없음,없음,없음,없음,"['Docker', 'Kubernetes']",없음
229838,없음,['TypeScript'],없음,['React'],없음,없음,없음,없음
237344,"['JavaScript', 'Python', 'Java']",없음,없음,없음,없음,없음,"['Jenkins', 'GCP', 'Azure', 'AWS']",['Kubernetes']
248414,['Java'],['Java'],['Spring'],['Spring'],['gRPC'],['gRPC'],"['AWS', 'Azure', 'Kubernetes', 'Redis']","['Docker', 'Redis', 'AWS', 'Kubernetes', 'MongoDB']"
40159,['Java'],없음,없음,없음,없음,없음,"['Elasticsearch', 'AWS', 'Azure', 'Terraform', 'GCP', 'Slack']",없음
257172,없음,"['Kotlin', 'Swift', 'Java']",없음,없음,없음,없음,없음,없음
79517,없음,없음,없음,없음,없음,없음,없음,"['Docker', 'AWS']"
229740,['Python'],없음,없음,['TensorFlow'],없음,"['TensorFlow', 'PyTorch']",없음,없음
251522,없음,없음,없음,없음,없음,없음,없음,없음
234118,없음,없음,없음,없음,없음,없음,없음,없음
228933,없음,없음,없음,없음,없음,없음,"['AWS', 'MySQL', 'MongoDB']",없음
171613,"['JavaScript', 'TypeScript']",없음,없음,없음,없음,없음,없음,없음
235568,없음,없음,없음,없음,없음,없음,없음,없음
236500,없음,없음,없음,없음,없음,없음,없음,없음
244311,"['Kotlin', 'Python']",없음,없음,없음,없음,없음,"['Grafana', 'AWS', 'PostgreSQL', 'MongoDB']",없음
182341,"['C++', 'Python']",없음,없음,없음,없음,없음,['Git'],없음
159744,없음,없음,없음,없음,없음,없음,없음,없음
240933,없음,없음,없음,없음,없음,없음,없음,없음
235270,없음,없음,없음,없음,없음,없음,없음,없음
208068,없음,없음,없음,없음,없음,없음,없음,"['JIRA', 'Git']"
150807,"['C++', 'Python']",없음,없음,없음,없음,없음,['Git'],없음
244000,없음,없음,"['Flutter', 'React']","['Flutter', 'React']",없음,없음,"['AWS', 'PostgreSQL']",['AWS']
202446,없음,없음,없음,없음,없음,없음,"['Jenkins', 'Docker', 'Azure', 'Kubernetes']",['Azure']
228890,없음,없음,없음,없음,없음,없음,없음,없음
240492,"['C++', 'Python']",없음,없음,없음,없음,없음,없음,없음
255289,없음,없음,없음,없음,없음,없음,없음,없음
234313,"['Rust', 'C++', 'Java']",없음,['Spark'],없음,없음,없음,없음,없음
247196,['Go'],없음,없음,없음,없음,없음,"['AWS', 'MySQL']","['AWS', 'Slack', 'MySQL', 'MongoDB']"
233547,없음,없음,없음,없음,없음,없음,없음,없음
236601,없음,없음,없음,없음,없음,없음,없음,없음
238403,없음,"['Kotlin', 'Swift', 'Java']",['Flutter'],없음,없음,없음,['AWS'],없음
211508,"['C++', 'Go', 'Rust']",없음,없음,없음,없음,없음,없음,없음
257689,['Python'],없음,['TensorFlow'],['Spark'],"['TensorFlow', 'PyTorch']",없음,없음,"['GCP', 'Azure', 'AWS']"
233148,없음,없음,없음,없음,없음,없음,"['Docker', 'AWS', 'Azure', 'Kubernetes', 'GCP']",없음
236790,없음,없음,없음,없음,없음,없음,"['AWS', 'Jenkins', 'Git']",없음
236393,없음,없음,없음,없음,없음,없음,없음,없음
234412,['Python'],없음,없음,없음,없음,['PyTorch'],없음,['Git']
232077,['Python'],없음,"['Django', 'FastAPI', 'Flask']",없음,없음,없음,"['Kubernetes', 'Redis', 'MongoDB']",없음
208256,"['Go', 'Python', 'TypeScript']",없음,없음,없음,없음,없음,"['Ansible', 'AWS', 'Terraform', 'Kubernetes', 'PostgreSQL', 'MongoDB']","['AWS', 'PostgreSQL', 'MongoDB']"
167146,없음,없음,없음,없음,없음,없음,['MySQL'],['AWS']
233497,없음,"['Go', 'Python']",없음,없음,없음,없음,"['Jenkins', 'Ansible', 'AWS', 'Terraform', 'Kubernetes']",없음
236451,"['Kotlin', 'Swift']",없음,없음,없음,없음,없음,없음,없음
233632,"['Python', 'Java', 'Scala']",없음,['Spark'],없음,없음,없음,"['Docker', 'Kubernetes']",없음
237795,['Python'],없음,없음,없음,없음,없음,없음,['MongoDB']
239006,"['Go', 'Python']","['C++', 'Go', 'Python']",없음,없음,없음,없음,없음,['Docker']
235139,없음,없음,없음,없음,없음,없음,없음,없음
237845,"['JavaScript', 'TypeScript']",없음,['React'],없음,없음,없음,없음,없음
165536,없음,없음,없음,없음,없음,없음,없음,"['JIRA', 'Git']"
202698,없음,['JavaScript'],없음,"['Angular', 'React']",없음,없음,없음,없음
205372,['TypeScript'],없음,['React'],없음,없음,없음,['Git'],['AWS']
225694,없음,"['Python', 'Java']",없음,없음,없음,없음,없음,없음
146262,없음,['Go'],없음,없음,없음,없음,없음,없음
233588,없음,없음,없음,없음,없음,없음,['GCP'],['GCP']
219022,없음,없음,없음,없음,없음,없음,없음,없음
257605,['Python'],없음,['Spark'],없음,없음,없음,"['Redis', 'AWS', 'Grafana', 'Kubernetes', 'GCP', 'Slack', 'MongoDB']","['ElasticSearch', 'Redis', 'MongoDB']"
142761,없음,없음,없음,없음,없음,없음,없음,없음
233101,['TypeScript'],없음,없음,없음,없음,없음,"['MySQL', 'Redis']","['Docker', 'Kubernetes']"
204888,['Dart'],없음,['Flutter'],['React'],없음,없음,없음,없음
229818,"['JavaScript', 'TypeScript']",['TypeScript'],['React'],['React'],없음,없음,없음,없음
182859,['Python'],['Python'],없음,없음,없음,없음,['PostgreSQL'],"['Docker', 'PostgreSQL', 'Redis', 'Git']"
230306,['Python'],['Python'],없음,없음,없음,없음,['PostgreSQL'],"['Docker', 'PostgreSQL', 'Redis', 'Git']"
234035,['Java'],없음,['Spring'],없음,없음,없음,없음,"['JIRA', 'Slack', 'Git']"
211764,없음,['Python'],없음,없음,없음,없음,없음,['JIRA']
232666,"['Kotlin', 'Swift']",없음,['Flutter'],없음,없음,없음,['Git'],없음
227509,없음,없음,없음,없음,없음,없음,없음,없음
232864,없음,없음,없음,없음,없음,없음,없음,없음
215462,없음,없음,없음,없음,없음,없음,없음,없음
261886,없음,없음,없음,없음,없음,없음,없음,없음
231593,['Kotlin'],['Kotlin'],['Spring Boot'],없음,없음,없음,['Kubernetes'],['MongoDB']
261863,없음,없음,없음,없음,없음,없음,"['Docker', 'AWS', 'Azure', 'Kubernetes', 'GCP']","['Docker', 'Kubernetes']"
154279,없음,없음,없음,없음,없음,없음,['MySQL'],없음
75899,['Python'],없음,없음,없음,없음,없음,없음,없음
261882,없음,없음,없음,없음,없음,없음,"['Docker', 'Jenkins']",없음
154280,없음,없음,['React'],['Flutter'],없음,없음,없음,['GCP']
261885,['Java'],['Python'],['Spring Boot'],없음,없음,없음,"['MySQL', 'PostgreSQL', 'MongoDB', 'Git']","['AWS', 'Azure']"
232980,없음,없음,없음,없음,없음,없음,없음,없음
261879,없음,없음,없음,없음,없음,없음,없음,없음
261862,['Python'],없음,['Django'],없음,없음,없음,없음,없음
239197,없음,없음,없음,없음,없음,없음,없음,없음
261847,['Python'],없음,없음,['TensorFlow'],없음,"['TensorFlow', 'PyTorch']",없음,"['Docker', 'Kubernetes']"
261846,['Python'],없음,없음,없음,없음,없음,없음,없음
261830,없음,없음,없음,없음,없음,없음,"['AWS', 'Azure', 'Kubernetes']",없음
261839,"['Kotlin', 'Python', 'Java', 'TypeScript']",없음,"['Vue.js', 'Spring', 'Angular', 'React']",['React'],없음,없음,['AWS'],"['AWS', 'Kubernetes']"
261853,['Swift'],없음,없음,없음,없음,없음,없음,없음
239199,없음,['Java'],없음,없음,없음,없음,없음,없음
261852,없음,없음,"['Flutter', 'React']",없음,없음,없음,['Git'],없음
261823,"['Kotlin', 'Python', 'Java']",없음,['Spring'],없음,없음,없음,['AWS'],"['AWS', 'Kubernetes']"
261797,없음,없음,없음,없음,없음,없음,없음,없음
261658,['Java'],없음,['Spring Boot'],없음,없음,없음,없음,없음
261827,없음,없음,없음,없음,없음,없음,없음,없음
261663,없음,없음,없음,없음,없음,없음,없음,없음
261811,없음,"['Python', 'Java']",없음,없음,없음,없음,없음,"['Jenkins', 'Terraform', 'Ansible']"
207703,없음,없음,없음,없음,없음,없음,없음,없음
261782,['Swift'],없음,없음,없음,없음,없음,없음,없음
261791,없음,없음,없음,없음,없음,없음,"['AWS', 'Kubernetes']",없음
261765,없음,['Python'],없음,없음,없음,없음,없음,없음
261774,없음,없음,['React'],없음,없음,없음,없음,없음
261780,없음,['Kotlin'],없음,없음,없음,없음,없음,없음
207205,"['JavaScript', 'TypeScript']",없음,['React'],없음,없음,없음,없음,없음
261749,"['JavaScript', 'TypeScript']",없음,"['Vue.js', 'React']",없음,['jQuery'],없음,없음,없음
261746,['Python'],없음,없음,없음,없음,없음,없음,없음
261717,['Python'],없음,"['Django', 'Spring']",없음,없음,['Pandas'],['Git'],없음
261748,"['Kotlin', 'Java']",없음,없음,['Spring Boot'],없음,없음,없음,"['AWS', 'Azure']"
261733,없음,없음,없음,없음,없음,없음,없음,없음
261704,['Java'],['Python'],['Spring Boot'],없음,없음,없음,"['MySQL', 'PostgreSQL', 'MongoDB', 'Git']","['AWS', 'Azure']"
261683,없음,없음,없음,없음,없음,없음,['AWS'],없음
261694,없음,없음,없음,없음,없음,없음,['Git'],없음
261671,['Java'],없음,없음,없음,없음,없음,없음,없음
261696,없음,없음,없음,없음,없음,없음,['PostgreSQL'],없음
261660,['PHP'],['Java'],없음,['Laravel'],없음,없음,"['GCP', 'Azure', 'AWS', 'Git']","['Docker', 'AWS', 'Kubernetes']"
151126,"['JavaScript', 'TypeScript']",없음,['React'],없음,없음,없음,"['AWS', 'Kubernetes']",없음
261641,없음,없음,없음,없음,없음,없음,없음,없음
261685,없음,없음,없음,없음,없음,없음,없음,없음
261681,없음,없음,없음,없음,없음,없음,없음,없음
261703,['PHP'],없음,없음,없음,없음,없음,없음,없음
261706,없음,없음,없음,없음,없음,없음,없음,없음
261616,없음,없음,없음,없음,없음,없음,없음,없음
261666,없음,없음,없음,없음,없음,없음,없음,없음
261654,없음,없음,없음,없음,없음,없음,없음,없음
261653,"['Kotlin', 'JavaScript', 'Java', 'TypeScript']",없음,['React'],없음,없음,없음,['Docker'],['Docker']
261655,['Java'],없음,없음,없음,없음,없음,없음,없음
261630,없음,없음,없음,없음,없음,없음,없음,"['Docker', 'AWS']"
261643,없음,없음,없음,없음,없음,없음,없음,없음
261644,"['JavaScript', 'Java', 'TypeScript']",['TypeScript'],['Vue.js'],['Vue.js'],없음,없음,"['IntelliJ', 'Git']",['Kubernetes']
261628,없음,없음,없음,없음,['jQuery'],없음,"['JIRA', 'GCP']",없음
261550,['Python'],없음,없음,없음,없음,없음,없음,없음
261575,없음,없음,없음,없음,없음,없음,없음,없음
261551,"['R', 'Python']",없음,없음,['TensorFlow'],없음,"['TensorFlow', 'PyTorch']",없음,없음
261542,['Python'],없음,없음,없음,['PyTorch'],없음,없음,없음
261632,['Python'],없음,['TensorFlow'],없음,"['TensorFlow', 'PyTorch']",없음,없음,없음
261537,['Python'],없음,없음,없음,없음,없음,없음,없음
261545,['Python'],없음,없음,없음,['PyTorch'],없음,없음,없음
261536,없음,없음,없음,없음,없음,없음,없음,없음
261501,없음,"['Kotlin', 'Python', 'Java']",없음,"['Spring', 'Spark']",없음,없음,없음,없음
261502,없음,없음,없음,없음,없음,없음,없음,없음
261458,없음,없음,['React'],없음,없음,없음,없음,"['Redis', 'MongoDB']"
261503,없음,없음,없음,없음,없음,없음,없음,없음
261487,없음,없음,없음,없음,없음,없음,['MongoDB'],없음
261491,없음,['Python'],['ASP.NET'],없음,없음,없음,['Docker'],없음
261484,없음,없음,없음,없음,없음,없음,없음,없음
261447,없음,없음,없음,없음,없음,없음,없음,없음
261477,['Python'],없음,없음,없음,['PyTorch'],없음,['Git'],없음
259913,없음,없음,없음,없음,없음,없음,['JIRA'],없음
259172,['Java'],없음,"['Vue.js', 'Spring']",없음,없음,없음,없음,없음
261479,['Python'],없음,없음,['FastAPI'],"['Pandas', 'PyTorch']",없음,['Git'],['Docker']
261343,없음,없음,없음,없음,없음,없음,없음,없음
261357,"['R', 'Python']",없음,['TensorFlow'],['Spark'],"['TensorFlow', 'PyTorch']",없음,없음,"['GCP', 'AWS']"
261384,없음,없음,없음,없음,없음,없음,['MongoDB'],없음
261230,"['R', 'Python']",없음,없음,없음,없음,없음,없음,없음
152952,없음,없음,없음,없음,없음,없음,없음,없음
259896,없음,없음,없음,없음,없음,없음,없음,없음
261030,없음,없음,없음,없음,없음,없음,없음,없음
261170,없음,없음,없음,없음,없음,없음,없음,없음
261034,없음,없음,없음,없음,없음,없음,없음,없음
261093,없음,없음,없음,없음,없음,없음,['Git'],['AWS']
260999,없음,없음,없음,없음,없음,없음,없음,없음
260795,없음,없음,없음,없음,없음,없음,없음,없음
260794,없음,없음,없음,없음,없음,없음,없음,없음
261092,없음,없음,없음,없음,없음,없음,['Git'],['AWS']
90419,없음,없음,없음,없음,없음,없음,"['MySQL', 'PostgreSQL']",없음
260656,['JavaScript'],없음,없음,없음,없음,없음,없음,['ElasticSearch']
260998,없음,없음,없음,없음,없음,없음,없음,없음
260263,없음,없음,없음,없음,없음,없음,없음,"['AWS', 'Azure']"
260161,없음,없음,없음,없음,없음,없음,없음,없음
260160,"['Python', 'Java']",없음,없음,없음,없음,없음,"['Redis', 'MongoDB', 'Git']",없음
260162,없음,없음,없음,없음,없음,없음,없음,없음
260163,없음,없음,없음,['React'],없음,없음,없음,없음
260158,['Python'],없음,없음,없음,없음,없음,"['AWS', 'Git']","['Ansible', 'Redis', 'MySQL', 'Terraform', 'MongoDB']"
260164,없음,['Python'],없음,없음,없음,없음,없음,없음
260155,없음,없음,없음,없음,없음,없음,없음,없음
260159,['Python'],['Java'],없음,없음,없음,없음,없음,['AWS']
259903,없음,"['Python', 'Perl']",없음,없음,없음,없음,없음,없음
259898,없음,없음,없음,없음,없음,없음,없음,없음
259900,없음,없음,없음,없음,없음,없음,없음,없음
259889,없음,['Python'],없음,없음,없음,없음,없음,없음
257957,없음,없음,없음,없음,없음,없음,없음,없음
259872,없음,없음,없음,없음,없음,없음,없음,없음
260038,"['Kotlin', 'Python']",없음,없음,없음,없음,없음,없음,없음
259902,"['JavaScript', 'TypeScript']",없음,['React'],"['Angular', 'React']",없음,없음,"['AWS', 'Slack', 'Jenkins', 'Git']",없음
253066,없음,없음,없음,없음,없음,없음,없음,없음
259545,['Python'],없음,없음,없음,없음,없음,없음,없음
257668,없음,없음,['Spring'],없음,없음,없음,"['AWS', 'Jenkins', 'Git']",없음
233382,없음,없음,없음,없음,없음,없음,없음,없음
259470,없음,없음,없음,없음,없음,없음,"['Docker', 'Redis', 'Git', 'AWS', 'MySQL', 'Kubernetes', 'PostgreSQL']","['Terraform', 'Kubernetes']"
258847,없음,없음,없음,없음,없음,없음,없음,없음
258945,없음,없음,없음,없음,없음,없음,없음,없음
259372,없음,없음,없음,없음,없음,없음,없음,없음
229472,"['R', 'Python']","['C++', 'Python']",없음,없음,없음,없음,['Git'],없음
258684,없음,없음,없음,없음,없음,없음,없음,없음
258944,없음,없음,없음,없음,없음,없음,없음,없음
259377,없음,['Python'],없음,없음,없음,없음,없음,"['Docker', 'Jenkins']"
256917,없음,없음,없음,없음,없음,없음,없음,없음
258894,없음,없음,없음,없음,없음,없음,없음,없음
257692,없음,없음,['React'],없음,없음,없음,['Git'],없음
198317,"['JavaScript', 'TypeScript']",없음,['React'],없음,없음,없음,"['JIRA', 'Redis', 'AWS', 'MySQL', 'Slack', 'MongoDB']",없음
256919,['R'],['Python'],없음,없음,없음,없음,없음,없음
256908,없음,"['C++', 'Python']",없음,없음,없음,없음,없음,없음
241765,['JavaScript'],없음,['Vue.js'],['React'],없음,없음,없음,없음
258095,없음,없음,없음,없음,없음,없음,['AWS'],['Terraform']
257675,없음,없음,없음,없음,없음,없음,없음,['Kubernetes']
246272,없음,없음,없음,없음,없음,없음,없음,없음
257646,['Java'],없음,['Spring'],['React'],없음,없음,"['Jenkins', 'Git']",['AWS']
257680,없음,없음,['React'],없음,없음,없음,없음,"['Docker', 'Kubernetes', 'Git']"
257654,없음,없음,없음,없음,없음,없음,없음,['AWS']
257686,없음,없음,['React'],없음,없음,없음,없음,"['Docker', 'Kubernetes', 'Git']"
257664,없음,없음,없음,없음,없음,없음,없음,"['Jenkins', 'GCP', 'Azure', 'AWS']"
248001,없음,없음,없음,없음,없음,없음,없음,['Elasticsearch']
257606,없음,없음,없음,없음,없음,없음,없음,['Tableau']
257603,없음,없음,없음,없음,없음,없음,없음,['Postman']
246858,없음,없음,없음,없음,없음,없음,없음,없음
257601,없음,없음,없음,없음,없음,없음,없음,없음
255033,"['C++', 'Python']",없음,없음,없음,없음,없음,없음,없음
254597,['Java'],없음,['Spring'],없음,없음,없음,없음,없음
197658,"['JavaScript', 'Python']",없음,없음,없음,없음,없음,없음,없음
152959,없음,없음,없음,없음,없음,없음,없음,없음
190756,없음,없음,없음,없음,없음,없음,없음,없음
224486,['Python'],없음,없음,없음,없음,없음,"['Docker', 'GCP', 'AWS', 'Git']",없음
255213,없음,없음,없음,없음,없음,없음,없음,없음
222120,['Python'],없음,없음,없음,없음,없음,없음,없음
149070,없음,없음,없음,없음,없음,없음,없음,없음
255122,없음,없음,없음,없음,없음,없음,['Git'],['Slack']
255022,없음,없음,없음,없음,없음,없음,없음,없음
261380,없음,없음,없음,없음,없음,없음,없음,없음
254458,없음,없음,없음,없음,없음,없음,없음,없음
222067,['Python'],없음,없음,없음,없음,없음,없음,없음
254763,없음,없음,['React'],없음,없음,없음,없음,없음
254428,['TypeScript'],없음,없음,['Spring'],없음,없음,"['Docker', 'Redis', 'Jenkins', 'AWS', 'MySQL', 'PostgreSQL', 'Slack', 'Grafana']",['Docker']
261278,없음,없음,없음,없음,없음,없음,없음,없음
254014,['Java'],없음,['Spring Boot'],없음,없음,없음,없음,"['Docker', 'AWS', 'Azure', 'Kubernetes']"
254018,없음,없음,['Spring'],없음,없음,없음,없음,"['AWS', 'Azure', 'MySQL', 'Kubernetes', 'GCP', 'PostgreSQL']"
254431,['Java'],없음,['Spring'],없음,없음,없음,"['GCP', 'AWS']",['Elasticsearch']
254017,['Kotlin'],['Java'],없음,없음,없음,없음,없음,없음
254681,없음,없음,없음,없음,없음,없음,없음,없음
91552,없음,없음,없음,없음,없음,없음,없음,없음
254015,"['JavaScript', 'TypeScript']",['TypeScript'],"['Angular', 'React']",['React'],없음,없음,없음,없음
252757,없음,없음,없음,없음,없음,없음,없음,없음
99367,없음,없음,없음,없음,없음,없음,없음,없음
252561,없음,없음,없음,없음,없음,없음,"['AWS', 'Terraform', 'Ansible']",없음
187689,없음,없음,없음,없음,없음,없음,없음,없음
241758,없음,없음,없음,없음,없음,없음,없음,없음
99370,없음,없음,없음,없음,없음,없음,없음,없음
252562,없음,['Go'],없음,없음,없음,없음,"['AWS', 'Kubernetes']","['AWS', 'Kubernetes', 'Grafana']"
251513,없음,"['Go', 'Python', 'Rust']",없음,['Spark'],없음,없음,"['Docker', 'AWS', 'Git']","['Elasticsearch', 'Kubernetes', 'Grafana']"
251987,['Python'],없음,없음,없음,없음,없음,없음,없음
251536,없음,없음,없음,없음,없음,없음,['Kubernetes'],없음
250897,없음,없음,없음,없음,없음,없음,없음,없음
232172,['Python'],['Rust'],없음,없음,없음,없음,"['Docker', 'Slack', 'Kubernetes', 'Git']",없음
251551,"['Rust', 'Go', 'Java']",['Rust'],없음,없음,없음,없음,"['AWS', 'Kubernetes']","['Docker', 'Kubernetes']"
251560,없음,없음,없음,없음,없음,없음,없음,없음
