채용 링크,회사 이름,채용 직군,경력,관련 직군,학력,근무 지역,근무 형태,채용 내용(이미지),채용 내용(간단 설명),채용 내용(세부 내용)
https://zighang.com/recruitment/bd7c7776-717e-454b-90d5-7a1e2a528388,카카오페이,인프라보안엔지니어,5년차 이상,보안,학력 무관,경기,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/8a4d9256-15b7-4a59-984d-2a108b64d031,카카오페이,프로덕트매니저 - 백엔드플랫폼직군,5년차 이상,"프로덕트 매니저(PM), 백엔드",학력 무관,경기,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/f8c4ac12-cf5f-4488-b99e-60aaa7bb192f,NHN KCP,프론트엔드 개발,경력 무관,프론트엔드,학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/ff1ef11a-7b99-47c1-8415-50a6700f2d6c,수퍼빈,AI 비전,3년차 이상,"AI 연구, 머신러닝 엔지니어",학력 무관,경기,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/a32e9881-9b18-4645-ad0f-74abc34e2925,카카오스타일,백엔드개발자(커머스시스템),8년차 이상,백엔드,학력 무관,경기,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/3c21fb01-5ea9-49e9-8909-32e866610f02,AB180,Backend Engineer - Data Pipeline,3년차 이상,백엔드,학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/979a0dad-16fb-4d15-b40b-5d45f9cd5692,한화시스템,금융/보험 시스템 운영/개발 경력원 채용,5년차 이상,"소프트웨어 엔지니어, 프론트엔드, 웹 퍼블리싱 외 3개",학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/480a0d55-962c-4146-a890-70d79fb6f14e,한화시스템,웹 시스템 운영/개발 경력사원 채용,5년차 이상,"소프트웨어 엔지니어, 웹 퍼블리싱, 백엔드 외 1개",학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/115b186d-97d7-4741-adaf-09210b69f50c,한화시스템,인프라 운영/개발/기획 경력사원 채용,"3년차, 5년차, 8년차","기술지원, 클라우드, 데브옵스/인프라 외 2개","학사, 학력 무관",서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/524bc77f-bab6-4b6c-93b0-d260976a1d33,피티코리아,글로벌 빅데이터 플랫폼 BI 백엔드 개발/운영 (Back- End),3년차 이상,백엔드,학사,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/36d482c1-67ef-4461-a01f-043bd752331b,여기어때컴퍼니,[여기어때] Privacy Information Protection Team Leader,10년차 이상,보안,학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/16fa059e-6ddb-4b90-b38e-8449af3eb51a,한국국방연구원,2025년도 정기 채용 공고,경력 무관,"건물관리자, 연구원, 경영지원 외 2개","석사, 학사, 학력 무관",서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/c515c203-db2e-4c8b-a6a7-592660856556,NHN KCP,[개발2팀]백엔드개발 담당,3~4년차,백엔드,학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/78f95b97-5617-4af2-90d7-b85700da56e2,한국신용데이터,[매장팀] Front-end Engineer,1~3년차,프론트엔드,학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/af6c0da5-c5d1-4370-a7a8-8e9f6cb584e1,멋쟁이사자처럼,백엔드개발자,5년차 이상,백엔드,학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/af6c0da5-c5d1-4370-a7a8-8e9f6cb584e1,멋쟁이사자처럼,백엔드개발자,5년차 이상,백엔드,학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/45a04848-305f-4f0b-a907-cb1de73c50ed,넥슨,[마영전] 서버 프로그래머,경력 무관,"게임서버, 백엔드",학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/78a51ec7-132b-4212-b2b5-2899fa24b2eb,NHN KCP,프론트엔드 개발 담당,3년차 이상,"프론트엔드, 소프트웨어 엔지니어",학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/cd1d8760-e0ee-4db9-915e-5cc57d588565,펄어비스,[신입]시스템엔지니어모집,신입,"게임운영, 데브옵스/인프라, 소프트웨어 엔지니어",학사,경기,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/2d5f5037-7aa3-49d8-81e6-fabd0614570c,테크윙,각 부문 대규모 채용,경력 무관,"자율주행, 기술영업, 영업관리 외 2개",학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/a57d4c7a-5857-4d97-a3ee-dc3792f1cd75,누리미디어,주니어 AI 개발자 (전문연구요원),신입,"AI 연구, NLP, 머신러닝 엔지니어 외 1개",석사,"서울, 경기",전문연구요원,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/49e4fd3f-08ac-420d-bd37-101eb13ae6e9,넛지헬스케어,iOS 개발 산업 기능 요원 모집,신입,iOS,학력 무관,서울,산업기능요원,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/cdda0f43-f0c1-408f-85ca-b60b5909ccd2,KREAM,iOS 서비스 개발자 모집,3년차 이상,iOS,학력 무관,경기,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/07d891ee-0673-4183-b846-a3e1b20f2129,FPT소프트웨어,모바일 앱 풀스택 기술 리더,8년차 이상,"소프트웨어 엔지니어, 안드로이드, iOS 외 2개",학력 무관,기타,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/f937a40a-5829-4ad8-84e3-1afc95252dbe,링글,Software Engineer - Mobile (React Native),신입,"소프트웨어 엔지니어, 안드로이드, 크로스 플랫폼 외 1개",학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/f5fdb400-03bc-4bab-9128-5be78b7ee16f,뤼튼 테크놀로지스,Mobile App Engineer 인턴,신입,"크로스 플랫폼, iOS, 안드로이드",학사,서울,전환형 인턴,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/90a69185-54cd-442a-b8cd-a6e9ec2deca8,몰로코,Software Engineer Intern,신입,"머신러닝 엔지니어, 소프트웨어 엔지니어, 백엔드 외 1개","박사, 석사, 학사",서울,전환형 인턴,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/45bf7df6-b681-4a74-91e0-74c62c6f41fe,인플루디오,Django 백엔드 개발자 (채용전환형 인턴),신입,백엔드,학사,서울,전환형 인턴,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/3af5567c-c4d6-410a-8ea1-0e2208749687,카카오페이,서버개발자,3년차 이상,백엔드,학력 무관,경기,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/18dc9795-5f33-413a-9ccf-672ce22d3cea,시나몬,3D 영상 제작 플랫폼 콘텐츠 운영 담당,경력 무관,"영상, 콘텐츠, 영상제작·편집 외 2개",학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/2b74815d-355b-4334-bb44-6cecf0bb7f52,포스코DX,인천공항BHS 기술지원 신입/경력직채용 [PJT계약직],신입~1년차,기술지원,초대졸,인천,계약직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/3c6bb28e-e901-41a2-91d3-90f2c34f995f,메디트,SW PM-Link PM,5년차 이상,개발PM,학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/8bec2bfd-358b-48e5-9c52-acb769470e45,몰로코,프론트엔드 소프트웨어 엔지니어 I/II,1년차 이상,"소프트웨어 엔지니어, 프론트엔드","석사, 학사",서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/04a794e9-01ea-46df-a95a-fe9514109644,몰로코,Backend Software Engineer,1년차 이상,"머신러닝 엔지니어, 백엔드, 소프트웨어 엔지니어","석사, 학사",서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/4611d67c-8466-497c-9035-d214741b0388,티오더,Backend 개발직군,3년차 이상,백엔드,학력 무관,서울,계약직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/786d22d8-1302-40ce-8d20-88987445e058,스와이프,Software Engineer,3년차 이상,소프트웨어 엔지니어,학력 무관,서울,계약직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/7cbc833d-db18-4da7-8f95-fad0b0a02b9a,뤼튼 테크놀로지스,Mobile App Engineer 인턴,신입,"크로스 플랫폼, iOS, 안드로이드",학사,서울,계약직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/b86f2d4a-e1fa-4655-96f7-f26d8280773d,코드박스,소프트웨어 엔지니어,3년차 이상,소프트웨어 엔지니어,학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/e871e8dc-980f-414a-a82f-8f57b5525914,NHN KCP,[개발지원팀] 프론트엔드개발담당,3년차 이상,프론트엔드,학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/57b20c6d-af53-43bb-b6cf-884efdaab30a,카카오엔터테인먼트,팬덤 플랫폼 Back-End Engineer,5년차 이상,백엔드,학력 무관,경기,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/8e2bfefd-dbe6-40b5-924e-3321b3f02feb,네이버,치지직 iOS개발(경력),2년차 이상,iOS,학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/bc4b723e-61ec-46de-900f-6203ab218e40,엘엑스세미콘,[LX세미콘] 2024년 12월 경력사원 채용,"3년차, 5년차, 7년차, 10년차","장비 기술, 공정 엔지니어, 회로 설계 외 9개","석사, 학사","서울, 경기, 대전",정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/ce689471-4ec4-4424-a760-7e6ea818b709,커넥트웨이브,Consumer Commerce CTO - 다나와개발본부 Backend Engineer 채용,경력 무관,백엔드,학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/e5ae0c40-23eb-46b6-848f-7253994395f9,CJ푸드빌,IT개발,1년차 이상,백엔드,학사,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/83704428-2ed0-458f-9d5a-d0c9ce37f712,현대성우그룹,2025년 현대성우그룹 신입/경력직원 채용,경력 무관,"R&D/연구개발, 생산기술, 생산관리 외 5개","학사, 고졸","경기, 경북, 충북",정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/9430b02d-bae1-4c08-ba4a-22ffee0d9ff5,넥슨,백엔드 개발자 (Java),3년차 이상,백엔드,학력 무관,경기,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/87711582-ad36-4898-9403-7be03101bfaf,토스페이먼츠,서버 개발자,3년차 이상,백엔드,학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/8b60de0b-d3c7-486f-829e-69cf30debf2b,KB데이타시스템,EAI 운영,2년차 이상,"기술지원, EAI시스템운영",학력 무관,서울,계약직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/a1d1d2e6-c3c9-480b-bdc1-0fba3fc9c1f2,피티코리아,이커머스 웹페이지 퍼블리셔,7년차 이상,웹 퍼블리싱,초대졸,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/2fc2544c-2b85-4f2c-a3aa-4eebccd311b1,디케이테크인,IDC 카카오 데이터센터 엔지니어 영입,경력 무관,"기술지원, 데브옵스/인프라",학력 무관,경기,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/dabdc3a0-c7de-4d19-9b07-7a143fac4465,한국금융연수원,신입직원 채용공고,경력 무관,"LLM, 기획, 교육기획 외 1개",학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/95d6ba67-eb5c-4536-8ffa-a0acea58c7b6,라이나생명보험,Korea GRC Manager,5년차 이상,보안,학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/488a2f8c-716f-4126-9bca-11c83c59074e,코오롱베니트,2024년 코오롱그룹 경력사원 12월 정기공채,"3년차, 5년차","기획, 사업기획, 전략기획 외 5개",학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/3db24e8e-6cf0-4f9c-968b-9528d4305b82,몰로코,Machine Learning Engineer (전문 연구 요원),신입~1년차,"머신러닝 엔지니어, 소프트웨어 엔지니어","박사, 석사",서울,전문연구요원,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/624aa74f-3e08-455a-a269-96bb50a81b13,클럼엘,Senior Data Software Engineer,경력 무관,소프트웨어 엔지니어,학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/543b9c0a-748c-4176-80fc-e293d330d850,메가존클라우드,DA/DBA,7년차 이상,DBA,학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/9aba9b7b-5406-45e2-a1ed-7030ab6dc808,코나아이,개인정보보호 담당자,3년차 이상,보안,학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/1d0ea753-e5a6-4176-aa89-ab7d9c08e50a,픽셀스코프,Backend 엔지니어 (7년 이상),7년차 이상,백엔드,학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/3660adca-4724-44a0-b31d-f612318b80d6,라이나생명보험,보험 시스템 개발자 (과장),5년차 이상,"프론트엔드, 백엔드",학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/1fd02ddd-d331-4db4-be7d-5f59956f244b,월급쟁이부자들,프론트엔드엔지니어 (주니어),2~5년차,프론트엔드,학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/b78abd34-ad7d-4146-8e50-05e39f69ccbd,쿠팡,QA 프로그램 매니저 (마켓플레이스카탈로그(상품속성) 프로덕트팀),5년차 이상,"프로젝트 매니저, 서비스 기획, 프로덕트 매니저(PM) 외 1개",학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/594dd563-6f4f-4b88-afd2-2f333f207118,메이아이,Frontend Engineer,1년차 이상,프론트엔드,학력 무관,서울,"전문연구요원, 산업기능요원, 정규직",https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/a9eb5f0f-74e2-4956-b238-3e070f71fe28,쿠팡,"Staff, Back-end Engineer (Cloud Infra)",8년차 이상,"데브옵스/인프라, 백엔드, 클라우드","석사, 학사",서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/13bc3fcd-d4f0-4de0-804d-9530bcb9fce7,KSM,2025년 1Q 채용 - 통합개발팀 IT 서비스 신입 정규직,신입~3년차,"개발PM, 소프트웨어 엔지니어, ERP",학사,경기,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/a0e2ab08-2236-4d04-9ab9-7604a6d0f40c,쿠팡,Senior iOS Engineer (Coupang Eats),5년차 이상,iOS,학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/dbd6ff4f-85e4-45d0-bbae-335498a9b425,하나증권,IT지원실_IT감사업무 경력직인재 채용,3년차 이상,기술지원,학력 무관,인천,계약직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/44d1f7c0-1f32-4139-937e-69ca0abceb2c,쿠팡이츠,배달 데이터 개선 담당자(신입가능),신입,"기획, 프로젝트 매니저, 소프트웨어 엔지니어",학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/cb12699a-64d9-480f-ba2f-f27d8b2488ec,클럼엘,주니어 데이터 소프트웨어 엔지니어,신입,"데이터 분석가, 소프트웨어 엔지니어",학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/54f3fcb4-8768-45df-a007-912338fdf1f7,프레스토랩스,iOS Software Engineer,신입~2년차,iOS,학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/9cabdcdb-888b-4334-b7cb-5f158707fd46,뷰노,모바일 개발자,2년차 이상,"안드로이드, iOS",학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/2f47b45c-7e69-483a-a0a6-f6c1c96b1fed,토스증권,iOS 개발자,3년차 이상,iOS,학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/c5070dc2-d84f-4602-8368-a2588a9ab7cd,CMES,Software Developer,2년차 이상,소프트웨어 엔지니어,학사,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/08d50faa-886a-4b6c-9a46-7fe2ecb55d4c,LG에릭슨,Support Engineer,신입,기술지원,학사,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/89b3e442-f96d-4f77-98e9-7f2ad568812b,컬리,발주 프로덕트 백엔드 개발자,5년차 이상,백엔드,학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/8cd63a3b-5cb9-4d6c-96c0-4df0a2131d73,부릉,Back-end Engineer R&D (JAVA),3~5년차,백엔드,학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/18f6c002-f5b6-4572-930f-27dafc28175a,버킷플레이스,"Software Engineer, Data",2년차 이상,"데이터 엔지니어, 소프트웨어 엔지니어",학사,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/18a11337-4a7e-452f-9653-fa53876d2eee,데브시스터즈,쿠키런클래식 서버 소프트웨어 엔지니어(신입),신입,"소프트웨어 엔지니어, 백엔드",학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/1adb431e-0c04-445b-97fd-bad6e49e93ae,현대오토에버,Solution Architect - ERP(SAP) 인터페이스,3년차 이상,ERP,학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/29347241-3238-4e1b-be7a-2c38f02b3fb7,LG유플러스 볼트업,Front-end/Web Developer 영입공고(경력5~10년),5~10년차,프론트엔드,학사,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/d9a0fd11-25b7-4463-a0b3-5011a1a09129,인피니트헬스케어,국내 시스템 엔지니어,신입,"방사선사, 병원총무, 기술지원",학사,"서울, 경기",정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/805b9560-d6a7-4b3f-b5ea-c18aea5eb3a8,하이브,플랫폼 백엔드 개발,7년차 이상,백엔드,학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/c0809fde-3281-4c35-bd3f-23d50c24eadb,넷마블,Growth Marketing 담당자 모집,3년차 이상,"퍼포먼스 마케팅, 그로스 마케팅, 마케팅 전략 외 2개",학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/14065487-ae88-44f3-be70-fc9392458f58,카카오모빌리티,서비스 로봇 필드 엔지니어,경력 무관,"유지보수, 기술지원",학력 무관,경기,계약직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/535146eb-3fe0-405f-8902-35e1647dbbb8,제이와이피엔터테이먼트,MD Control Tool System Manager 공개 채용,3년차 이상,시스템소프트웨어,학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/a5a2225a-7a2c-4cbe-b5c1-2632989b5718,넷마블,사내시스템개발(e-HR)담당자모집,3년차 이상,"ERP, 시스템소프트웨어",학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/34df5808-b883-458a-9dd6-faa232f14f7f,넷마블,사내 시스템 담당자 모집,5년차 이상,시스템소프트웨어,학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/0b08400a-bc5a-4863-a1fb-b0c8e5d44e1d,네이버클라우드,[NAVER Cloud] 데이터 플랫폼 서비스 Technical Writer (체험형 인턴),경력 무관,QA 엔지니어,학사,경기,체험형 인턴,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/0e3a8ae6-b521-442b-9861-a3f37c38002e,피티코리아,대기업 글로벌 APP 운영 - 퍼블리셔 및 QA (Publish/QA),2년차 이상,QA 엔지니어,학사,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/a486d12a-121e-4d1d-9e59-165b96e7ece5,네이버파이낸셜,주문/결제 서비스 FE개발,3년차 이상,프론트엔드,학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/92279d9a-175a-4f61-bce2-7f67679395e0,SOOP,Back-end 플랫폼 개발,경력 무관,백엔드,학력 무관,경기,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/d1110e8a-08f7-4be8-a7fb-8f951b233245,네이버파이낸셜,증권 서비스 BE 개발,2년차 이상,백엔드,학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/6e120a5d-6d8a-4de9-8a24-9ddbad390270,넷마블,플랫폼 프론트엔드 개발자 모집,5년차 이상,프론트엔드,학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/577e94c4-bae5-4143-96b1-e167ce5ecddc,넷마블,플랫폼 백엔드 개발자 모집,5년차 이상,백엔드,학사,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/228c631b-ae25-40fc-95ec-6c8f63dc5f04,넥스트그라운드,프론트엔드개발자(전환형인턴),신입,프론트엔드,학력 무관,서울,전환형 인턴,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/216cf7a8-a65b-416e-9ec2-726d0450c4db,SOOP,LIVE/VOD 서비스 Front-end 개발,2년차 이상,프론트엔드,학력 무관,경기,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/959a71fb-9ca1-498e-996a-499fc306f3e6,하이브,DevOps 엔지니어,3년차 이상,데브옵스/인프라,학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/399134fb-fea0-45d9-b1f2-7f2efb36fdfe,오케스트로,Front-end Developer (AI) 인턴,신입,프론트엔드,학사,서울,전환형 인턴,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/7b051909-cb5c-4a9d-b5ae-4c5e5ff952a0,기아,제조 AI 시스템 TA (Technical Architect),10년차 이상,소프트웨어 엔지니어,학사,경기,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/61e14f5d-f955-475c-91af-20d01c0f333a,기아,차량 사이버보안 품질 책임매니저 및 매니저,3년차 이상,보안,학사,경기,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/2ef992f5-9957-4f9a-b8df-e32027535217,기아,"차량 SW 품질 - 제어기SW, APP",3년차 이상,소프트웨어 엔지니어,학사,경기,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/fd27e6cb-107f-47ac-9f32-6876379c242d,뷰노,HATIV Backend 개발자 (주니어),2년차 이상,백엔드,학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/93f7ce85-177a-4180-baa5-ce67076f311a,여기어때컴퍼니,[여기어때] Data Scientist,5년차 이상,데이터 사이언티스트,학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/daf3fdc1-e500-4a64-b713-917d17b4b7ef,당근,"Software Engineer, Frontend - 부동산",3년차 이상,프론트엔드,학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/50226acf-2b85-4aad-a246-110dd6432b5d,토스증권,Frontend Developer Assistant (UX),경력 무관,프론트엔드,학력 무관,서울,계약직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/7b1a8fbf-d124-4602-8130-6a0ce7aaaf21,세탁특공대,React Native Frontend Engineer 정규직 상시 채용,경력 무관,프론트엔드,학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/017d90b5-368e-4897-9fb1-d47bd5ac3446,한화비전,프론트엔드 엔지니어,4년차 이상,프론트엔드,학사,경기,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/a074ad5e-f3fc-4f62-a9a2-dd86cd59fec9,하이브,백엔드개발(팬보이스),8년차 이상,백엔드,학사,경기,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/2a6e1e01-e628-40d0-9e4a-af47b3d9b709,하이브,서버개발자,5년차 이상,"백엔드, 소프트웨어 엔지니어, 클라우드",학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/457a597f-f0c7-4753-8617-32a18a36b92d,뒤끝,Devops 엔지니어(팀원),3년차 이상,데브옵스/인프라,학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/5971272e-a0fd-4fee-a06f-afb3e2003c15,바비톡,Web Frontend Developer,7년차 이상,프론트엔드,학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/8a372484-6db2-4a3b-86fe-742c2164ca11,식스티헤르츠,"Backend Engineer (Java, 5년 이상)",5년차 이상,백엔드,학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/c1637753-e59f-4e65-92c5-12862206b937,코코지,프론트엔드 소프트웨어 엔지니어,5년차 이상,프론트엔드,학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/eb13e36f-71a5-4c8a-859a-7e0353acb622,에스티씨랩,"Cloud Engineer, Rust (정규직 전환형 인턴)",신입,"R&D/연구개발, 클라우드",학력 무관,서울,전환형 인턴,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/0beaa1b4-a3d3-4e54-a9e2-514b2cc863f9,바비톡,Backend Developer (Middle),5년차 이상,백엔드,학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/6049e941-9f1d-4a46-afc6-1026aa1d9b53,플렉스,Product Engineer (Frontend),경력 무관,프론트엔드,학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/a47ae836-e4cd-450f-b435-cff6edec9f69,11번가,인프라보안 담당자 모집,5년차 이상,보안,학력 무관,경기,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/b74954e6-74de-4b1c-80a8-52168b6e77d7,11번가,데이터분석 담당자 모집,5년차 이상,데이터 분석가,학력 무관,경기,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/7b993919-1ffa-4732-a1f6-1d849309eb6a,라인플러스,Security Research Engineer,3년차 이상,보안,학력 무관,경기,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/73703ce8-f078-45c8-a952-0bde012be563,티오더,Backend개발직군,3~5년차,백엔드,학력 무관,서울,계약직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/5e62cd71-eeba-4c9d-8987-daebe7dc1a5a,라인플러스,안드로이드 엔지니어,3년차 이상,안드로이드,학력 무관,경기,정규직,https://zighang.com/header_logo.svg,logo,
