['solidity']	['dapp', 'core']
['kotlin', 'dio', 'router', 'bloc', 'riverpod', 'firebase', 'build', 'runner', 'restful', 'api', 'flutter']	['react', 'next', 'flutter', 'web', 'getx', 'boc', 'rendering', 'life', 'cycle', 'image', 'llm', 'ai']
['kotlin', 'framework', 'jpa', 'hibernate', 'orm']	['aws', 'gitops', 'ci', 'cd']
['superb', 'ai', 'senior', 'frontend', 'engineer', 'ui', 'ux', 'web', 'assembly', 'webgl', 'native', 'application', 'debugging', 'profiling', 'graphics', 'api', 'framework']	['llm', 'db', 'catch']
['ai', 'api', 'saas', 'ops', 'restful', 'rdbms', 'db']	['premise', 'shell', 'batch', 'script']
['vpn']	['saas', 'script', 'bash', 'ci', 'cd']
['cdn', 'unix', 'linux', 'udp', 'tcp', 'ip', 'http', 'tls', 'dns', 'bgp']	['ui', 'ux', 'button', 'combobox', 'list', 'scrollbar', 'grid', 'vue.js', 'design', 'system']
['hr', 'pl', 'oracle', 'sql', 'jsp', 'jquery', 'db', 'tibero', 'framework', 'mybatis']	['db', 'nosql', 'bash', 'shell', 'powershell', 'open', 'source']
['react.js', 'tanstack', 'query', 'material', 'ui', 'vanilla', 'extract', 'vite', 'esbuild', 'pnpm', 'workspace', 'nx', 'three.js', 'mapbox', 'gl', 'langchain', 'cloudfront']	['mobile', 'pc', 'table', 'si', 'react', 'project', 'pwa', 'agile']
['netfunnel', 'mbuster', 'cloud', 'linux']	['etl', 'premise', 'jupyterhub', 'mlops']
['front', 'end', 'engineer', 'practice', 'minimum', 'html', 'css', 'http', 'react', 'vue', 'ui', 'express', 'webpack', 'rollup', 'vite', 'jest', 'ut', 'ux']	['its', 'wave', 'lte', 'obu', 'rsu']
['usb', 'windows', 'linux', 'sdk']	['gpt', 'api', 'react', 'flutter']
['hrms']	['experience', 'working', 'with', 'various', 'se', 'nsors.', 'deep', 'understanding', 'camera', 'geo', 'metry.', 'lidar', 'sensor', 'usion.', 'previous', 'involvement', 'autonomous', 'driving', 'related', 'projects', 'work.', 'expertise', 'lightweighting', 'optimization', 'learning', 'odels.', 'participating', 'developing', 'adas', 'dr', 'iving.', 'development', 'linux', 'ebedded', 'sy', 'stems.']
['wpf', 'mwm', 'sw']	['cka', 'cks', 'aws', 'azure', 'google', 'cloud', 'openshift', 'msa']
['trouble', 'shooting']	['open', 'source']
['plc', 'interface', 'computer', 'vision']	['nosql', 'react.js', 'android', 'kotlin', 'ios']
['django', 'tdd', 'qa']	['m.s.', 'higher', 'electronic', 'electrical', 'engineering', 'related', 'fields', 'experience', 'developing', 'drones', 'robots', 'robotics', 'mechatronics', 'various', 'types', 'functional', 'modules', 'signal', 'type', 'integration', 'integrated', 'boards', 'with', 'linux', 'firmware', 'based', 'systems', 'knowledgeable', 'manufacturing', 'processes', 'site', 'troubleshooting', 'working', 'startup']
['flutter', 'web', 'windows', 'git']	['db', 'aws', 'azure']
['ai', 'sw', 'hugging', 'face', 'pandas', 'numpy', 'matplotlib', 'scikit', 'learn', 'aws', 'ubuntu', 'jupyter', 'sql']	['addition', 'following', 'skills', 'experience', 'would', 'be', 'advantage', 'expect', 'successful', 'candidate', 'these', 'st', 'author', 'paper', 'top', 'tier', 'computer', 'vision', 'ml', 'dl', 'medical', 'imaging', 'conferences', 'journals', 'e.g.', 'cvpr', 'iccv', 'eccv', 'neurips', 'iclr', 'icml', 'media', 'tmi', 'miccai', 'ai', 'research', 'done', 'with', 'real', 'world', 'data', 'including', 'your', 'efforts', 'collection', 'annotation', 'preprocessing', 'manag', 'ement.', 'neuroimaging', 'smri', 'fmri', 'pet', 'reconstruction', 'libraries', 'such', 'freesurfer', 'fsl', 'ni', 'babel.', 'familiarity', 'git', 'aimstack', 'other', 'software', 'development', 'practices', 'mlops', 'engine', 'ering.', 'biostatistics', 'involvement', 'clinical', 'rials.']
['ssl', 'vpn', 'dlp']	['aws', 'gcp', 'azure', 'erp', 'tomcat']
['macos', 'ios', 'xcode']	['erp', 'ms']
['react', 'native', 'sprint', 'android', 'ios', 'git', 'resource', 'impact', 'stage', 'role', 'formation', 'microsoft', 'codepush', 'sentry', 'websocket', 'ocket.io']	['ros', 'mavlink', 'pixhawk']
['deliver', 'android', 'experiences', 'are', 'highly', 'crafted', 'rewarding', 'our', 'clie', 'nts.', 'collaborate', 'with', 'cross', 'functional', 'teams', 'define', 'design', 'ship', 'new', 'features', 'mobile', 'applicati', 'ons.', 'develop', 'maintain', 'applications', 'platform', 'ensuring', 'optimal', 'performance', 'responsiven', 'ess.', 'work', 'closely', 'ui', 'ux', 'designers', 'implement', 'intuitive', 'visually', 'appealing', 'user', 'interfa', 'ces.', 'build', 'pixel', 'perfect', 'buttery', 'smooth', 'uis', 'across', 'various', 'platfo', 'rms.', 'code', 'write', 'automated', 'tests', 'ensure', 'product', 'highest', 'qual', 'ity.', 'master', 'bachelor', 'equivalent', 'degree', 'computer', 'science', 'engineer', 'ing.', 'years', 'experience', 'emphasis', 'building', 'large', 'scale', 'world', 'class', 'pps.', 'strong', 'ability', 'resilient', 'leverage', 'end', 'unit', 'te', 'sts.', 'manage', 'release', 'devi', 'proficiency', 'profiling', 'optimizing', 'droid.', 'excellent', 'english', 'korean', 'communication', 'skills', 'spoken', 'written']	['knowledge', 'korean', 'language', 'plus.']
['django', 'postgis', 'aws', 'ec', 'rds', 'elb', 'eb', 'windows', 'net', 'framework', 'rhino']	['ios', 'android']
['ai', 'nlp', 'ml', 'top', 'tier', 'lightning', 'bentoml', 'aws', 'ecs', 'eks', 'lambda', 'gcp', 'argocd', 'scikit', 'learn', 'git']	['dicom', 'pacs']
['service', 'architecture', 'back', 'end']	['mcu']
['aws', 'serverless']	['agile', 'scrum', 'team', 'ci', 'cd', 'release']
['defi', 'dapp', 'api', 'evm', 'solidity', 'mev']	['gps', 'imu', 'lidar', 'vr', 'ar', 'cvpr', 'iccv', 'eccv', 'ijcv', 'tip', 'tpami']
['elastic', 'search', 'open', 'nosql', 'graphdb', 'elk']	['bitcoin', 'ethereum', 'git', 'pre', 'test', 'pdf']
['ai', 'premise', 'cloud', 'jsp', 'js', 'html', 'css', 'es', 'restful', 'api', 'git', 'dbms']	['hpc', 'iso', 'csap', 'isms', 'ccna', 'rhce']
['vue', 'boot', 'admin', 'erp', 'mfc', 'wms', 'tms', 'frontend']	['windows', 'react', 'spa']
['device', 'driver', 'sensor', 'peripheral', 'spi', 'lvds', 'rs']	['pmp', 'itil', 'iso', 'iec', 'cobit', 'pre', 'test', 'pdf']
['rohs', 'ems', 'laser', 'safety', 'iso']	['dba', 'nosql']
['dot', 'security', 'compliance', 'monitoring', 'engineer', 'backend', 'responsibilities', 'siem', 'network', 'host']	['vdi', 'ad']
['os', 'buildroot']	['linux', 'unix', 'figma', 'google', 'workspace']
['front', 'end', 'html', 'css', 'vue.js', 'intellij', 'openstack', 'vmware', 'git']	['binder', 'jetting', 'powder', 'metallurgy', 'toeic', 'toefl']
['robotics', 'simulation', 'component', 'autonomous', 'mobile', 'robot', 'service', 'digital', 'twin', 'linux', 'git', 'simulator']	['autosar', 'canfd', 'aspice']
['pcb', 'kc', 'bom', 'smd', 'dip']	['esp', 'arm', 'cortex', 'mcu', 'firmware', 'http', 'mqtt', 'node.js', 'back', 'end']
['ecommerce', 'erp', 'medusa', 'next.js', 'react', 'nest.js', 'aws', 'lambda', 'elastic', 'beanstalk', 'ec', 'ecs', 'rds', 'pulumi', 'sst', 'node.js']	['key', 'competencies', 'negotiation', 'skills', 'ability', 'comprehend', 'disseminate', 'complex', 'issues', 'from', 'various', 'perspectives', 'use', 'them', 'benefit', 'ose.', 'customer', 'orientation', 'demonstrate', 'commitment', 'understand', 'meet', 'exceed', 'needs', 'those', 'who', 'bose', 'products', 'ser', 'vices.', 'communication', 'clearly', 'convey', 'information', 'ideas', 'through', 'variety', 'media', 'individuals', 'groups', 'manner', 'engages', 'audience', 'helps', 'retain', 'message', 'both', 'korean', 'en', 'glish.', 'capable', 'consolidating', 'technical', 'management', 'concise', 'factual', 'internal', 'external', 'stakehold', 'ers.', 'critical', 'thinking', 'think', 'supported', 'facts', 'logic', 'solid', 'jud', 'gment.', 'accurately', 'identify', 'core', 'are', 'central', 'decision', 'pr', 'oblem.', 'multiple', 'likely', 'unintended', 'consequ', 'ences.', 'knowledge', 'achieved', 'satisfactory', 'level', 'professional', 'skill', 'position', 'related', 'areas', 'embedded', 'language', 'microcontrollers', 'protocols', 'such', 'spi', 'uds', 'iso', 'aspice', 'process', 'automotive', 'cyber', 'security', 'current', 'trends', 'expe', 'rtise.', 'conflict', 'deal', 'effectively', 'with', 'others', 'antagonistic', 'situ', 'ation.', 'appropriate', 'interpersonal', 'styles', 'methods', 'reduce', 'tension', 'con', 'flict.', 'resource', 'arrange', 'assign', 'group', 'member', 'based', 'best', 'situational']
['embedded', 'ai', 'sw', 'application', 'algorithm', 'simd', 'soc', 'rtos']	['open', 'api']
['django', 'reactnative', 'ui', 'ux', 'git']	['xdr', 'siem', 'ips', 'poc', 'bmt']
['ci', 'cd', 'os', 'compliance']	['container', 'shipping', 'liner', 'google', 'cloud', 'platform', 'service', 'composer', 'cloudrun', 'cloudfunction', 'ci', 'cd', 'graphdb', 'agile']
['ai', 'onnx', 'rest', 'api', 'voxel', 'mesh', 'point', 'cloud']	['cpim', 'scm', 'ai', 'ml', 'simulation']
['ap', 'gps', 'ai', 'schema', 'rcms', 'tft', 'cft']	['design', 'review', 'odm', 'ems', 'audit', 'avl']
['android', 'sdk', 'mvvm', 'clean', 'architecture', 'rest', 'api']	['wake', 'word', 'oem', 'tier']
['design', 'develop', 'user', 'friendly', 'responsive', 'front', 'end', 'interfaces', 'using', 'modern', 'frameworks', 'e.g.', 'react', 'vue.js', 'robust', 'scalable', 'back', 'efficient', 'algorithms', 'data', 'structures', 'ensuring', 'adherence', 'coding', 'best', 'practices', 'perform', 'unit', 'integration', 'tests', 'continuous', 'deployment', 'write', 'comprehensive', 'technical', 'documents', 'each', 'development', 'cycle', 'provide', 'timely', 'support', 'prototypes', 'products', 'other', 'various', 'teams', 'effective', 'apis', 'responsible', 'collaborate', 'with', 'within', 'company', 'bachelor', 'degree', 'computer', 'science', 'related', 'fields', 'years', 'experience', 'web', 'application', 'building', 'software', 'applications', 'databases', 'designing', 'integrating', 'rest', 'relational', 'database', 'schema', 'adaptation', 'mass', 'systems', 'familiar', 'oracle', 'servers', 'apache', 'nginx', 'ui', 'ux', 'proficient', 'node.js', 'vue', 'debugging', 'optimization', 'techniques', 'proactive', 'self', 'motivated', 'individual', 'capable', 'thriving', 'rapidly', 'changing', 'environment', 'possesses', 'problem', 'solving', 'skills']	['db', 'lead', 'dbms', 'isms']
['boot', 'data', 'jpa', 'querydsl', 'google', 'cloud', 'restful', 'api']	['visual', 'servoing', 'haptic', 'device']
['backend', 'kotlin']	['erp', 'pm', 'pl', 'sap', 'hana', 'itgc']
['mission', 'role', 'engineering', 'productivity', 'manager', 'epm', 'forefront', 'enhancing', 'efficiency', 'effectiveness', 'our', 'organizat', 'ion.', 'within', 'stradvision', 'unique', 'technology', 'development', 'environment', 'which', 'dedicated', 'delivering', 'cutting', 'edge', 'perception', 'various', 'automotive', 'socs', 'plays', 'pivotal', 'crafting', 'customized', 'processes', 'ols.', 'these', 'initiatives', 'are', 'aimed', 'empowering', 'engineers', 'streamlining', 'workflows', 'ensuring', 'delivery', 'high', 'quality', 'software', 'contribute', 'keeping', 'industry', 'leader', 'position', 'innovation', 'technol', 'ogy.', 'passionate', 'about', 'driving', 'excellence', 'invite', 'join', 'team', 'help', 'shape', 'future', 'techn', 'ology.', 'key', 'responsibilities', 'lead', 'range', 'projects', 'focused', 'outlined', 'be', 'low.', 'work', 'closely', 'with', 'leaders', 'initiate', 'execute', 'alignment', 'overarching', 'epm.', 'additionally', 'responsible', 'tracking', 'measuring', 'progress', 'throu', 'ghout.', 'process', 'framework', 'innovate', 'develop', 'maintain', 'frameworks', 'empower', 'efficiently', 'deliver', 'their', 'target', 'plat', 'forms.', 'cross', 'platform', 'optimization', 'minimize', 'complexity', 'overhead', 'customizing', 'deploying', 'algorithms', 'ai', 'models', 'across', 'platfo', 'rms.', 'continuously', 'improve', 'architecture', 'facilitate', 'seamless', 'adapt', 'ation.', 'bottleneck', 'identification', 'proactively', 'identify', 'resolve', 'bottlenecks', 'enable', 'smoother', 'faster', 'product', 'develo', 'pment.', 'training', 'support', 'provide', 'ongoing', 'teams', 'equipping', 'them', 'knowledge', 'resources', 'they', 'need', 'excel', 'velocity', 'keep', 'such', 'coding', 'best', 'practices', 'collaborative', 'sw', 'functional', 'collaboration', 'collaboratively', 'other', 'departments', 'enhance', 'overall', 'proc', 'ess.', 'share', 'insights', 'tools', 'organization', 'succ', 'includes', 'limited', 'collaborating', 'ml', 'data', 'design', 'infrastructure', 'automate', 'thus', 'enabling', 'more', 'efficien', 'tly.', 'working', 'integration', 'strengthen', 'ci', 'cd', 'level', 'deployment', 'speed', 'qual', 'ity.', 'partnering', 'group', 'reduce', 'time', 'evaluation', 'datasets', 'from', 'collection', 'readiness', 'utilize', 'hem.', 'cooperating', 'align', 'standard', 'like', 'spice.', 'managing', 'operating', 'workfl', 'ows.', 'implement', 'strategies', 'accessibility', 'processing', 'directly', 'contributing', 'increased', 'external', 'solutions', 'management', 'review', 'apply', 'manage', 'ensure', 'timely', 'related', 'proje', 'cts.', 'bachelor', 'degree', 'relevant', 'field', 'computer', 'science', 'discipline', 'strong', 'technical', 'background', 'hands', 'experience', 'communication', 'interpersonal', 'skills', 'fluent', 'english', 'korean', 'written', 'spoken']	['mitre', 'att', 'ck', 'framewoek', 'pre', 'test', 'pdf']
['cochl', 'ai', 'ci', 'cd', 'saas']	['rest', 'api', 'aws', 'unit', 'test']
['define', 'clear', 'concise', 'product', 'requirements', 'including', 'features', 'functionalities', 'performance', 'trics.', 'develop', 'execute', 'strategies', 'aligned', 'with', 'company', 'overall', 'ision.', 'conduct', 'market', 'research', 'identify', 'customer', 'needs', 'industry', 'trends', 'competitive', 'lands', 'capes.', 'collaborate', 'engineering', 'data', 'science', 'teams', 'launch', 'new', 'ai', 'powered', 'pro', 'ducts.', 'roadmaps', 'balance', 'short', 'term', 'deliverables', 'long', 'lead', 'proof', 'concepts', 'pocs', 'pilot', 'projects', 'showcase', 'power', 'solutions', 'their', 'potential', 'business', 'ben', 'efits.', 'build', 'strong', 'relationships', 'customers', 'understand', 'gather', 'feedback', 'inform', 'develo', 'pment.', 'manage', 'entire', 'lifecycle', 'from', 'ideation', 'end', 'life.', 'travel', 'domestically', 'sites', 'needed', 'working', 'hours', 'bachelor', 'degree', 'computer', 'physics', 'chemistry', 'statistics', 'mathematics', 'operations', 'related', 'field.', 'proven', 'experience', 'planning', 'managing', 'ml', 'project', 'scoping', 'resource', 'allocation', 'risk', 'mitig', 'ation.', 'understanding', 'algorithms', 'methodologies', 'applications', 'manufact', 'uring.', 'semiconductor', 'equipment', 'processes', 'yield', 'manag', 'ement.', 'excellent', 'written', 'verbal', 'communication', 'skills', 'english', 'orean.']	['ar', 'vr', 'ai']
['cam', 'template', 'post', 'processor', 'pp', 'sw', 'engineer', 'cad']	['oracle', 'google', 'could', 'platform', 'bigquery']
['service', 'business', 'api', 'data', 'model', 'back', 'office', 'kotlin', 'boot', 'framework', 'jpa', 'query', 'dsl', 'etc', 'restful', 'etc.', 'cs']	['http', 'rest', 'api', 'ios', 'android', 'codepush', 'git']
['aws', 'dw', 'dm', 'etl', 'datapipeline', 'glue', 'sql', 'spotfire', 'quicksight']	['language', 'aws', 'json', 'yaml', 'jsonnet', 'gprc', 'cassandra', 'google', 'spanner', 'non', 'blocking', 'io']
['test', 'case', 'check', 'list', 'qa', 'inspix', 'world']	['high', 'power', 'smps', 'dc', 'orcad', 'cst']
['api', 'sql', 'nosql', 'aws', 'gcp', 'azure']	['cspm', 'cwpp', 'devops', 'ci', 'cd', 'iac', 'terraform', 'node.js', 'opa', 'open', 'policy', 'agent', 'cissp', 'cisa', 'aws', 'azure', 'gcp', 'isms', 'iso']
['ai', 'ml', 'dti', 'admet']	['kerberos', 'frontend', 'backend', 'premise', 'jupyterhub', 'mlops']
['api', 'debian', 'ubuntu', 'golang']	['sap', 'co', 'fm', 'eai', 'po', 'hana']
['ui', 'ux', 'html', 'css', 'xd', 'figma', 'react']	['modern', 'unit', 'test', 'tdd', 'ood']
['open', 'stack', 'migration', 'neutron', 'kvm', 'ovs', 'amphora', 'ubuntu', 'mariadb', 'keycloak', 'containerd', 'argocd', 'scm', 'manager', 'opensearch', 'logstash', 'openstack', 'vmware', 'linux', 'shell', 'absible', 'terraform', 'iaas', 'phthon']	['sonic', 'nos', 'infiniband', 'rocev', 'hpc', 'high', 'performance', 'computing', 'ccnp', 'ccie']
['web', 'gke', 'google', 'kubenetes', 'engine', 'cloudflare', 'production', 'level', 'ci', 'cd', 'actions', 'pipeline', 'terraform', 'linux', 'ddos']	['ai', 'aws', 'nosql']
['aks', 'eks', 'application', 'boot', 'framework', 'devops', 'tool', 'chain', 'maven', 'git', 'ci', 'cd', 'pipe', 'line', 'repository', 'dependency', 'branch', 'merge', 'dev', 'uat', 'prod']	['rag', 'opensearch', 'ai']
['kotlin', 'rdbms']	['erp', 'sap', 'hana', 'pce', 'abap', 'fiori', 'ui']
['cad', 'dentbird', 'solutions', 'web', 'mesh']	['relevant', 'experience', 'adtech', 'streaming', 'media', 'ott.']
['api', 'ux', 'ui', 'restful', 'js', 'next']	['experience', 'minimum', 'years', 'embedded', 'software', 'programming', 'strong', 'design', 'development', 'skills', 'knowledge', 'process', 'practices', 'customer', 'facing', 'required', 'excellent', 'analytical', 'problem', 'solving', 'ability', 'apply', 'critical', 'thinking', 'work', 'independently', 'multitask', 'effectively', 'demonstrated', 'technical', 'writing', 'presentation', 'automotive', 'audio', 'industry', 'strongly', 'preferred', 'autosar', 'related', 'implementation', 'good', 'english', 'communication', 'skill']
['ai', 'ownership', 'customization', 'low', 'code', 'saas', 'challenging', 'sql', 'nosql', 'fail', 'over', 'premise', 'cloud', 'microservice', 'architecture']	['drm', 'cdn', 'ott', 'aws', 'elemental', 'media', 'service', 'well', 'architected', 'ios', 'android']
['back', 'end', 'nest.js', 'restful', 'api', 'compose', 'aws', 'ecs', 'gateway', 'cognito', 'rds']	['ros', 'mpc', 'source', 'control', 'management']
['soc', 'mcu', 'bsp', 'sw', 'architecture', 'design', 'bring', 'os', 'android', 'automotive', 'linux', 'rtos', 'qnx', 'system', 'troubleshooting', 'diagnosing', 'debugging', 'bug', 'patch', 'release', 'aspice', 'integration', 'arm', 'cpu', 'bus', 'interrupt', 'memory', 'peripherals', 'booting', 'secure', 'power', 'management', 'framework', 'sleep', 'suspend', 'resume', 'device', 'tree', 'configuration', 'git', 'gerrit']	['strong', 'problem', 'solving', 'skills', 'with', 'ability', 'diagnose', 'resolve', 'complex', 'issues', 'excellent', 'communication', 'collaboration', 'experience', 'working', 'cross', 'functional', 'teams', 'manage', 'multiple', 'tasks', 'projects', 'simultaneously', 'prioritizing', 'effectively', 'meet', 'deadlines', 'continuous', 'learning', 'mindset', 'proactive', 'approach', 'adopting', 'new', 'technologies', 'methodologies', 'learn', 'quickly', 'operate', 'fast', 'pasted', 'environment']
['ios', 'android', 'ui', 'ux', 'react', 'vue.js', 'websocket', 'lighthouse', 'sentry', 'google', 'analytics', 'firebase', 'html', 'css', 'styled', 'components', 'restful', 'api', 'ci', 'cd']	['field', 'engineering', 'e.g.', 'shell', 'lidar', 'data', 'ai']
['react', 'native', 'restful', 'api', 'git']	['blockchain', 'platform', 'wallet', 'trading', 'hts']
['iso', 'software', 'misra', 'autosar', 'classic', 'adaptive', 'stack', 'functional', 'safety', 'os', 'integrity', 'vxworks', 'zephyr', 'rtos', 'sw', 'integration', 'system', 'arm', 'soc', 'architecture', 'kernel', 'hara', 'function', 'bsw', 'mcal', 'cdd', 'embedded', 'control', 'engineering', 'asil', 'fusa', 'testing', 'unit', 'test', 'automation']	['rag', 'llm', 'ai', 'mlops', 'gpu']
['software', 'engineering', 'verbal', 'written']	['webflux', 'websocket', 'aws', 'gcp', 'agile', 'scrum']
['ai', 'api', 'restful', 'opencv', 'sql', 'nosql', 'git', 'aws']	['ops', 'devsecops', 'web', 'google', 'cloud', 'sca', 'software', 'composition', 'analysis', 'sbom', 'bill', 'materials', 'csirt', 'psirt', 'ips', 'ids', 'waf', 'siem', 'computer', 'science', 'os']
['db', 'server', 'pm']	['llm', 'rag', 'ann', 'approximate', 'nearest', 'neighbor', 'vector']
['cmp', 'ai', 'vue', 'webpack', 'module', 'federation', 'jetbrains', 'intellij', 'etc', 'agile', 'private', 'public', 'cloud']	['tdd', 'nosql', 'react.js', 'android', 'kotlin', 'ios']
['liner']	['qa', 'gs']
['spec', 'definition', 'macro', 'micro', 'rtl', 'simulation', 'synthesis', 'scripting', 'tool', 'software', 'development', 'team', 'asic', 'soc', 'fpga', 'verilog', 'hdl', 'amba', 'axi', 'memory', 'sub', 'system', 'debugging', 'lint', 'cdc', 'eda']	['path', 'planning']
['reactnative', 'flutter', 'cross', 'platform', 'framework', 'google', 'play', 'store', 'ios', 'app', 'camera', 'push', 'viber', 'shaker', 'native', 'ci', 'cd', 'rcms', 'bridge', 'playstore', 'appstore', 'agile', 'mvp']	['apk', 'ipa', 'pseudo', 'code', 'unreal', 'engine', 'anti', 'cheat']
['sph', 'smoothed', 'particle', 'hydrodynamics', 'lbm', 'lattice', 'boltzmann', 'method', 'cfd', 'cad', 'rep', 'polygon', 'gpu', 'programming']	['aurora', 'nosql', 'db']
['clo', 'marvelousdesigner', 'qt', 'framework', 'windows', 'mac', 'cross', 'platform', 'ui', 'api', 'sdk', 'unreal']	['adas', 'geometry']
['web', 'pc', 'ui']	['jlpt']
['os', 'gui', 'lab', 'mcu', 'git', 'ee', 'cs', 'technical', 'presentation']	['ai', 'ml', 'html', 'react', 'flutter']
['mes', 'pl', 'pm', 'optional', 'core', 'platform', 'architecture', 'modernization', 'cloud', 'lcd', 'back', 'end', 'oracle', 'front', 'react']	['siem', 'sql', 'ids', 'ips', 'aws', 'azure', 'db']
['qa', 'software', 'engineer']	['sap', 'hana', 'erp', 'abap', 'sm', 'ito']
['dot', 'umos', 'urban', 'mobility', 'operating', 'system', 'vehicle', 'cloud', 'platform', 'sdv', 'software', 'defined', 'ev', 'electric', 'ad', 'autonomous', 'driving', 'responsibilities', 'digital', 'twin', 'open', 'api', 'kotlin', 'aws', 'sql', 'nosql']	['location', 'mobile', 'application', 'kotlin', 'android', 'jni', 'native', 'interface', 'ios', 'metal', 'objective']
['papayaplay', 'store', 'procedure', 'rest', 'api', 'boot', 'cloud', 'eureka', 'gateway', 'dataflow', 'orm', 'jpa', 'querydsl', 'oauth', 'react']	['comfortable', 'work', 'across', 'several', 'teams', 'different', 'geogra', 'phies.', 'practical', 'knowledge', 'development', 'practices', 'techniques', 'tools', 'such', 'unit', 'testing', 'continuous', 'delivery', 'code', 'review', 'enforceable', 'quality', 'standards', 'etc.', 'working', 'agile', 'environment', 'be', 'open', 'receiving', 'constructive', 'fee', 'dback.']
['cdd', 'ui', 'sentry', 'datadog', 'okr', 'cm', 'react', 'with', 'next.js', 'mono', 'repo', 'product', 'manager', 'designer', 'server', 'frontend', 'mobile', 'engineer', 'data', 'analyst', 'vue.js', 'spa', 'nuxt.js', 'ssr', 'es', 'jest', 'yarn', 'berry', 'pnpm', 'turborepo', 'vite', 'eks', 'aws', 'actions', 'unleash', 'firebase', 'amplitude', 'google', 'analytics', 'snowplow', 'figma', 'cloud']	['sw', 'sil']
['windows', 'server', 'active', 'directory', 'ms', 'sql', 'dns', 'hyper']	['pre', 'test', 'pdf']
['ai', 'compiler', 'virtual', 'machine', 'parser', 'lexer', 'type', 'inference', 'algorithm', 'intel', 'amx', 'intrinsic', 'technique', 'mlir', 'optimizing', 'ml', 'vision', 'dsp', 'npu', 'ap', 'preprocessing', 'procedure', 'deep', 'learning', 'kernel', 'haskell', 'ex']	['expertise', 'server', 'side', 'programming', 'using', 'core', 'ee', 'jdbc', 'hibernate', 'sql', 'nosql', 'node.js', 'kafka.', 'developed', 'managed', 'ci', 'cd', 'pipelines', 'enhancing', 'deployment', 'efficiency', 'application', 'scalab', 'ility.', 'strong', 'experience', 'service', 'mesh', 'features', 'like', 'rate', 'limiting', 'authentication', 'authorization', 'load', 'balancing', 'throttling', 'ro', 'uting.', 'deep', 'understanding', 'network', 'components', 'virtual', 'networks', 'route', 'tables', 'subnets', 'gat', 'eways.', 'configuring', 'control', 'plane', 'management', 'ingress', 'ga', 'teway.', 'modern', 'web', 'applications', 'design', 'architecture', 'good', 'api', 'patterns', 'performance', 'scale.', 'traffic', 'including', 'request', 'routing', 'connection', 'timeouts', 'circuit', 'breaking', 'mirroring', 'fault', 'inje', 'ction.', 'one', 'who', 'yaml', 'aws', 'cloud.', 'lan', 'guage.', 'concurrency', 'multi', 'threading', 'synchronization', 'non', 'blocking', 'io.', 'operating', 'system', 'kernel', 'distributed', 'such', 'cassandra', 'google', 'sp', 'anner.', 'ability', 'handle', 'multiple', 'competing', 'priorities', 'fast', 'paced', 'environment', 'leading', 'delivery', 'large', 'scale', 'services', 'complex', 'business', 'offe', 'rings.', 'capable', 'fluent', 'english', 'communic', 'ation.', 'master', 'phd', 'degree', 'computer', 'science', 'other', 'related', 'technical', 'ields.']
['html', 'css', 'high', 'availability', 'react']	['isms', 'iso', 'pci', 'dss', 'speaker']
['pro', 'video', 'produ', 'ction.', 'protv.com', 'api', 'ex', 'press.js', 'nest', 'vite', 'webpack', 'css', 'unocss', 'vanila', 'extract', 'ui', 'mjs', 'cjs', 'esm', 'commonjs', 'aws', 'azure', 'gcp', 'db', 'restful']	['nginx', 'http', 'mitm']
['ai', 'react', 'okr', 'rdbms', 'nosql', 'mlops', 'cross', 'funtional', 'streamlit', 'appsmith', 'sql', 'linux']	['ros', 'inference', 'tensorrt', 'cuda', 'cvpr', 'iccv', 'eccv', 'iros', 'icra', 'experience', 'research', 'development', 'related', 'autonomous', 'driving', 'robotics', 'deploying', 'predictive', 'models', 'real', 'world', 'environments', 'optimization', 'programming', 'etc.', 'history', 'books', 'academic', 'activities', 'fields']
['ble', 'mono', 'bi', 'phasic', 'pcb', 'mcu', 'iec', 'fcc', 'ul', 'orcad', 'pads']	['object', 'detection', 'semantic', 'segmentation', 'depth', 'estimation', 'transformer', 'based', 'model', 'cvpr', 'iccv', 'eccv', 'neurips', 'aaai']
['conduct', 'research', 'emerging', 'ai', 'image', 'generation', 'technologies', 'assess', 'their', 'potential', 'artistic', 'applic', 'ation.', 'work', 'closely', 'with', 'artists', 'understand', 'requirements', 'pain', 'points', 'how', 'tools', 'enhance', 'work.', 'collect', 'feedback', 'from', 'continuously', 'refine', 'improve', 'support', 'fered.', 'collaborate', 'technical', 'teams', 'set', 'configure', 'tailor', 'maintain', 'systems', 'artist', 'use.', 'provide', 'training', 'workshops', 'ongoing', 'using', 'technol', 'ogies.', 'facilitate', 'creative', 'experimentation', 'helping', 'explore', 'new', 'expressions', 'ai.', 'takeout', 'proven', 'experience', 'especially', 'e.g.', 'midjourney', 'dall', 'stable', 'diffusion', 'strong', 'background', 'arts', 'demonstrated', 'interest', 'indus', 'tries.', 'excellent', 'communication', 'skills', 'ability', 'engage', 'effectively', 'both', 'non', 'audi', 'ences.', 'teaching', 'coaching', 'facilitating', 'shops.', 'diverse', 'teams.', 'runway', 'ml', 'vae', 'unet', 'dit', 'gaming', 'advertising']	['restful', 'api', 'aws']
['task', 'integration', 'qa']	['ml', 'dl']
['aws', 'aurora', 'db', 'database', 'mariadb', 'query', 'monitoring', 'oltp', 'olap']	['sagemaker', 'ai', 'ml']
